genes	cluster
Pip5k1c	8
Adcy3	5
Pbdc1	15
Nav2	4
Rogdi	9
Zfas1	26
Sgsm2	9
Pwwp2b	5
Plekhf1	21
Ddx46	5
Arsa	23
Ncoa1	13
Cfap74	35
Cenpv	23
Fas	3
Slc22a17	9
Dnajc21	6
Mars2	23
Bcat1	25
Slc1a5	23
Dgka	6
Poc1b	1
Abca2	23
Adamts6	24
Tango6	23
X2810025M15Rik	15
Nme4	9
Mks1	2
Mmgt1	4
Dthd1	10
Derl3	20
Arid5b	26
Eral1	19
Dda1	3
A330049N07Rik	8
Hoxa7	23
Asap1	3
Slc35a2	15
Taf15	19
Ctsz	2
Ptafr	6
Tiparp	6
Naip6	22
Dnajc11	11
Idua	4
Pik3r6	1
Rnf113a1	23
Mfsd2b	3
Pcmtd1	8
Nemp2	8
Uros	19
Ap1g2	3
Ramp3	2
Uqcc3	23
Smco4	4
Gga3	3
Papss2	2
Sptbn4	5
Prps2	23
Gatad2b	18
Slc36a3	5
Vav2	3
Rnf217	24
Dym	36
Sh3d21	18
Stx3	8
Id2	5
Zmym1	19
Zdhhc8	30
Whrn	7
Catsperg1	2
Mblac1	23
Crtam	25
Slc16a10	15
Dhx34	10
Trib3	21
Gm14326	20
Slc25a45	5
P2ry10	8
Rmc1	21
Rnasel	1
Asph	28
P4ha2	21
Tet3	5
Pygo2	27
Dele1	4
Slc1a3	6
Akap11	9
Stfa2	17
Orc5	4
Cep128	9
Fam167a	18
Cd74	3
Zfp574	3
Eif1b	5
Plekhg4	24
Tmem144	5
Abcg3	5
Mpv17l2	30
Slc39a13	22
Afmid	18
Gnl3l	5
Tmem158	15
Ccl8	1
Lactb2	23
Ino80	2
Tmbim4	4
Rb1	5
Pdk2	23
Rita1	4
Arl15	23
Mir22hg	2
Hotairm1	15
Ciapin1	19
Znrd1	5
Myo18a	23
Tlcd2	6
Galc	29
Bcam	7
Atp2b2	5
Mir155hg	2
Mat2b	5
Gm15270	15
Kctd7	23
Slc6a4	1
Tmie	2
Cebpzos	5
Jam2	3
Klf5	27
Vmn2r83	24
Lats2	15
Ogdh	18
Gpr162	22
Gm3230	2
P2rx5	3
H2.T23	2
Csnk2a2	3
Pclo	1
AW046200	1
Il18bp	2
Zzef1	19
Lrrcc1	4
Zfp428	25
Fam178b	4
Gm4759	16
Gdi2	5
Csad	9
Tcf7	3
Plxnd1	14
H2bu2	9
Snw1	3
Sqor	15
Rp9	5
Ripor3	7
Snhg4	23
Fkbp11	9
Trp53i11	34
L1cam	32
A930006K02Rik	28
Pgap1	9
Ankmy1	2
Plcd1	1
Sh2d2a	25
Macrod2	12
Fbxw5	7
D130040H23Rik	18
Eif2b2	23
Sfr1	6
Rab32	8
Pgam1	4
Clec1b	9
Fam98c	9
X4933430I17Rik	1
Sult6b1	2
Adgrg1	4
Tnks1bp1	6
Tdpoz8	3
Snx29	5
Cdr2l	30
Fbxl4	5
Slc35a5	8
L3mbtl3	8
Gpr89	5
Mfap3	5
Tacr2	10
Gk	15
Nphp1	4
Tm7sf2	4
Smim10l2a	9
Stx16	2
Mia3	4
Slc8a1	4
Mrpl34	23
Tgm3	1
Tmem171	2
Mboat1	4
Klrg2	36
Osbpl10	30
Rab10	3
X9930012K11Rik	4
Celsr3	7
Nsrp1	18
Slc38a1	4
Brdt	3
Lamtor1	5
Kctd13	3
Kyat3	27
Tgfb3	5
Aldh7a1	18
Limk2	5
Hexim1	37
Homer2	1
Ms4a4a	11
Fxn	18
Nsun3	3
Sap30bp	19
Dip2a	4
Pla2g4a	21
X4930426D05Rik	15
Med21	11
Lrfn1	27
Pls1	2
Pou4f1	35
Mid1	1
Kcnj2	5
Cep70	5
Tc2n	3
Csnk1d	3
Prr15	8
Cr1l	4
Slc46a1	23
Mcat	7
Snai2	5
Ptchd1	26
Mrpl42	4
Xist	26
Ssbp2	24
Gmps	37
Tram1	4
Rad54b	35
Cd1d1	2
Tmem150b	5
Runx2	1
Perm1	3
Rptor	19
Ccnl1	3
Lmf1	9
Pcsk2os1	24
Sfxn5	8
Dipk1b	30
Atic	23
Dhrs3	37
Timm10b	30
Ndfip1	4
Zfp982	30
Pcsk2	1
Eloc	6
Cldn12	15
Mpzl2	26
Xrn2	2
Fgf6	10
Cnksr3	4
Klk1b8	19
Tmem14c	4
Rfxap	23
Grb7	9
Psmd11	3
Rnf187	23
Ddx49	25
Magi3	24
Fbxo46	25
Pik3c2a	8
Zfp488	2
S100a13	24
C630043F03Rik	5
Map1a	20
Hgs	3
Gtf2ird1	20
Thrsp	3
Cdk20	30
Os9	4
Lrrc63	2
Rfc1	8
Smim15	5
Gtf2ird2	2
Tlr4	8
Gipc3	27
Agmo	5
X1190007I07Rik	23
B3glct	5
Mindy3	8
Slk	5
Aacs	15
Map3k12	2
Wbp4	6
Fap	3
Slc4a5	20
Pfkfb2	4
Gm15050	21
Gpn3	23
Psmc5	19
Armc10	8
Smim12	25
Il1bos	1
Spr	4
X9030025P20Rik	1
Fam199x	5
Hoxa1	15
Vangl2	5
Tomm5	23
Lyrm4	9
Deptor	30
Kmt2c	24
Vwa3b	2
Myb	1
Fhl2	4
Slc39a14	4
Car9	23
Atxn3	5
Ccr4	11
X4632428C04Rik	4
Zdhhc2	9
Nle1	37
Fgf2	10
Zfp280c	5
Rasl11a	1
Rpp40	25
Nupl2	28
BC035044	18
Dnajb9	4
Ccdc96	6
Tenm4	9
Ethe1	23
X2210016F16Rik	23
Jcad	15
Kif13b	11
Ears2	19
Slc18a1	2
Peg13	9
Rcan1	28
Gbp8	10
Smad6	4
Ift27	23
Mast1	5
Ppm1j	7
Plekhs1	7
Thnsl1	5
Gpr35	2
Nkiras2	1
Zfp617	1
Lin37	37
Gls2	27
Lpin2	8
Tinf2	25
Zfp963	19
Dynlt3	24
C2cd2	15
Spsb2	23
Abcd3	15
Nudt19	5
Nsun6	3
Ide	5
X2900097C17Rik	3
Gins2	7
Wwtr1	15
Chrnb1	20
Map1lc3a	6
Zfp810	2
Tmem170b	8
Micalcl	5
Sirt2	27
Tigd2	27
Gabarap	3
Acoxl	1
Cul7	27
Mfsd9	15
Wdr83	5
Slc44a4	37
Cgrrf1	28
Sptb	34
Thap3	23
X4930459C07Rik	1
H3c3	18
Rasgrp2	35
Dgcr6	15
Tmco1	5
Trps1	32
Vmac	30
Troap	25
Brd2	2
Zfp971	18
Galnt3	10
Mad2l1bp	25
Tmtc3	4
Slc2a13	19
Prss57	30
Ube2d.ps	3
Jpt1	18
X4930550L24Rik	26
Slc36a1	5
Gm6637	2
Hddc2	4
Tcp10a	11
Rab11fip2	3
Cldn7	7
Fah	11
Slc45a3	8
Ryk	15
B3gat1	20
Osgepl1	9
Zfp334	15
Alkbh2	23
Czib	3
Aire	16
Gadd45g	4
X5033406O09Rik	5
Pdzk1	5
X0610043K17Rik	2
Ppa2	23
Sema3b	11
Ypel3	23
Idi1	11
Il19	7
Tcp10b	19
Tmem132a	18
Olig1	23
Sec14l2	36
Zfp987	2
Dhh	10
Slc20a2	19
Gm16793	1
Ltk	9
Fam111a	9
Maats1	1
Top3a	3
Obsl1	6
Fam129b	11
Wfdc15a	24
Zer1	5
Nat8l	4
Gm16617	3
Pou6f1	3
Ubl4a	15
Adk	23
Ovol1	7
Tmem223	27
Dusp9	15
Pdp1	4
Eaf2	1
Celf2	5
Gatm	4
Rap1a	4
Enpp5	5
Tjap1	3
Slc22a21	8
Scd1	15
Azin2	7
Lpxn	4
Shc1	19
X5530601H04Rik	24
Glp1r	9
Mpst	5
Asns	28
X0610040F04Rik	1
Mrps21	24
Dnmt3b	25
Ccr2	3
Hacd2	4
Ddrgk1	23
H2.T22	3
St8sia6	1
Zfhx3	27
Degs1	4
Ccdc122	32
Mirt1	1
Tmed1	19
Mtpap	19
Mmp24	6
Arhgef4	5
Mfsd13a	5
Mterf2	20
Il3ra	2
Six1	29
Tmem151b	3
Gal3st1	9
X5730403I07Rik	3
Mblac2	28
Socs7	3
Speg	4
Gtpbp6	1
Pkd2	15
Ubox5	11
Mrtfb	5
Rdh12	20
Syt11	18
X5830432E09Rik	23
Slc19a2	8
Flnc	15
Gm12610	7
Cenpu	19
Stac	22
Ms4a6b	2
Fcsk	19
X9330158H04Rik	26
X1500015A07Rik	19
Acsl4	24
Abt1	7
Gpr18	25
Foxn2	3
Plxna2	15
Foxd2os	5
Zfp64	4
Ss18l2	23
Aldh9a1	4
Trim47	28
Ormdl1	23
Rnd2	5
Pfkfb1	1
Csgalnact1	24
Tmem266	16
X2500002B13Rik	1
Usp32	3
Cyth1	6
Rasl2.9	9
Gna11	4
Disp1	23
Sos2	4
Trdmt1	9
Ostc	23
Tmem120a	15
Phka1	5
Rer1	4
Gm19723	1
Lct	3
Pde7b	26
Slc6a11	7
Zfp780b	18
Ttll1	9
Psmb6	18
Trim26	3
Trim45	4
Map4k3	32
Pex3	5
Bicdl1	21
X2810429I04Rik	5
Slc16a2	23
Alg13	15
Gstt2	11
Klf8	9
Cenpn	35
Slc6a9	36
Pcgf2	37
Txk	12
Sin3b	7
Isca1	4
Galnt9	5
Wwp1	8
Selenoi	30
X4930513N10Rik	3
Rab34	7
Fam49b	5
Zkscan6	19
Hes6	4
Gm20752	24
Rab2b	3
Fam92a	23
Sirpa	26
Slc29a2	5
Hpdl	20
Iqsec1	8
Myl4	11
Apoa2	11
Zfp607a	35
Ctsl	15
Pkd1	4
Axdnd1	2
Txnrd2	28
Ergic3	4
Prr13	6
Palld	19
Cd63	3
Ankrd10	9
Mapk4	1
Rassf6	4
Rpain	18
Scnn1a	7
X2410018L13Rik	21
Piwil2	24
Slc11a1	36
Pecr	4
Prcc	19
D030028A08Rik	23
Stx4a	3
Wdr53	3
F2rl1	2
Cyp4f37	4
Pold4	21
Ube2o	19
Ampd3	9
Recql4	9
Ltbp1	2
Arhgap45	4
Tsacc	3
X9430069I07Rik	23
Endog	23
Ccdc116	23
Ralgps1	9
Brca1	35
Smim4	23
Tmem126b	5
X5430405H02Rik	2
Naa15	18
Thyn1	5
Zc3hav1l	9
Gpr39	23
Gm527	16
Gmds	4
Fblim1	25
Ppp1r14b	23
Nrip3	3
Creb3l4	2
Trmt2b	23
Tmem241	23
Nab2	13
Efr3a	5
H2.T10	3
Ccdc181	5
Col9a3	2
Epc1	6
Hsdl2	5
Serpinb12	5
Zfp827	3
D3Ertd751e	9
Myo1e	4
F9	21
Ubxn11	2
Slc30a3	1
Slc4a8	37
Zfp689	25
Olfm2	6
Cacna1f	28
Tulp4	8
Srek1ip1	4
Adamtsl5	27
Myorg	23
Epb41l4b	3
Adam22	4
Neto2	35
Mfsd6l	1
Cd5l	17
Prrg4	1
P2rx1	11
Akap7	24
Slc15a1	3
Rdh8	6
Emp1	29
Eldr	5
Gm32200	16
Mthfd2l	15
Hmgb2	19
Taf4b	23
Gga2	3
Calcoco1	27
Kyat1	23
X2610035D17Rik	5
Tubgcp4	3
Atp5h	18
Spns3	1
E130307A14Rik	3
Slc35f2	23
AI661453	28
Havcr1	27
Hemk1	18
Ccng1	5
Hcar1	21
Ccr5	37
Pak6	1
Erbb2	27
Coa6	5
Npas2	2
Syce1l	3
Mid1ip1	4
Gtpbp4	19
Il17d	3
Antxr1	8
Mpzl3	8
Clec2l	9
Abhd2	4
Zfp786	23
D030018L15Rik	8
D330023K18Rik	2
Adat1	37
Etv1	15
Astl	1
Atrip.trex1	6
Bola1	23
Ptcd1	7
Gpr52	1
Hus1	3
Vamp4	5
Acy3	23
Grk1	2
Akap5	9
St18	12
Bcl2l15	1
Bcl2l2	8
Cd14	5
Npepps	3
Dnmt3l	2
Commd3	4
Pex13	11
Slc4a11	22
Akap8l	9
Pomgnt2	4
Lars2	6
Itga2b	20
Smim26	30
Fam136a	19
Pcolce2	12
Ctrc	18
AI662270	2
Fabp7	3
Rrp36	3
Fam57a	6
Usp17la	22
X9330111N05Rik	15
Per2	4
Mansc1	9
Plxna3	23
Snx10	8
Dpp7	28
Nppc	36
Dnajc24	23
F630028O10Rik	8
Ino80dos	3
Trak1	1
Aqp9	5
Snhg6	24
Oosp1	9
Cyb5d2	19
Dtx3	9
X2610507I01Rik	23
Raet1d	15
Siah1a	6
Ralgapa2	18
Rxylt1	15
Lamc2	1
Gpat3	14
X2410002F23Rik	37
C130046K22Rik	18
X4933406J09Rik	2
Clip2	16
Gm10677	4
Gm614	10
Spopl	24
Mpv17	4
Accs	5
Paics	30
Kcnmb4os2	4
Mettl21a	4
Kcnmb4	4
Sdsl	32
X4930470H14Rik	2
Gpt2	36
Ogfod2	15
Gm19434	5
Hddc3	23
Fhod1	19
X1810014B01Rik	5
Ndufa8	4
Tob2	18
Kndc1	11
Farsb	5
Rdh11	23
Slc28a2	4
Elfn2	30
Morf4l1.ps1	18
Nprl3	37
Xrcc5	23
Ldha	8
Stau2	1
Senp8	3
Mertk	1
Pcbd2	15
Mest	1
Sft2d1	4
Zfp467	13
Gtpbp2	6
Bicdl2	18
Kbtbd6	19
Tmem88	1
Stard4	8
Gm5127	8
Acvr2a	24
Rdh5	3
Appbp2	19
Dnajc25	4
Card9	23
Ccdc184	2
Ptger1	5
Arhgap23	30
Tmem267	15
Ntn1	7
Dnajc4	23
Aebp1	7
St3gal2	27
Ikbip	8
Tmem60	4
Car3	24
Egfl8	5
Srsf9	5
Cops9	15
Mrgpra6	2
Fxr2	18
D330050G23Rik	11
Cenpt	18
Flvcr1	21
Mapk11	24
Bad	4
Aanat	1
Zgpat	19
Simc1	25
Bdkrb1	19
Gstm5	1
Wnt6	20
Mroh2a	11
Lst1	2
Smagp	21
Bpnt1	4
Dact3	9
Gm16938	19
Gchfr	25
Gm6654	2
Fgd2	9
Il7	3
Ppp2r2a	3
Nek3	27
Gpc2	4
Cltc	19
Gm19557	5
Churc1	5
Abcb7	4
H2.Q2	6
H2ac8	18
Cubn	21
Apol7a	2
Ubald2	1
E030011O05Rik	1
Gcg	1
Gstm6	11
Zfp52	5
Fam214a	4
X2010204K13Rik	4
Gm37065	9
Map4k4	16
Zbtb3	27
Eif5a	19
Gm9530	21
Gcm1	1
Xab2	19
Lmo7	1
Chrnb2	19
Gm13546	2
Adamts10	5
Mtln	4
Satb2	16
Barx2	3
Nptxr	9
Sema6a	1
Bdh2	9
Comtd1	28
Ptgs2os2	1
D11Wsu47e	19
Slc27a2	8
Fundc1	8
Trip10	19
Sectm1a	22
Mapk13	35
Bsn	1
Cep131	27
Gm5069	24
Myo1b	4
Usp20	3
Susd2	3
Trim34b	3
Ccl7	26
Mfsd3	23
Pbx3	15
Sars2	18
Gpr141	5
Fli1	13
Chst1	37
Skint3	5
Grcc10	4
Ythdf2	3
Msr1	5
Fsip1	8
Med12	3
Ccdc12	5
Tceanc	3
Smim13	4
Lamb3	13
Acer2	11
Mxra7	9
X2310043L19Rik	3
Sirt5	5
Cyp4f17	5
Igflr1	9
Cend1	18
Duoxa2	16
Mir6385	2
Unc80	2
Ankrd9	23
Gmpr	4
Zfp938	5
Akna	6
Zfp958	37
Bcl2a1c	2
Clgn	5
Pilrb2	28
Zfp119a	3
Tmem192	4
Gm13212	28
Ap1s2	5
Stox2	24
Nxph3	28
Hectd4	4
Gm20597	3
Klra5	8
Emilin2	9
Mcee	30
Ankrd49	6
Tro	11
D030056L22Rik	19
St3gal6	34
Dpep3	4
Zfhx2	6
Nqo1	35
Supt4b	3
Ppbp	15
Akap9	8
Trf	15
A230028O05Rik	1
Cwh43	36
Bik	35
X1700028J19Rik	11
Bambi	12
Frat1	30
Cbln3	7
Zfp934	23
Henmt1	5
Psrc1	24
Tshz1	15
C920021L13Rik	5
Ldlrad3	4
Atp11c	24
Golga5	19
Vwf	4
Zfp449	20
Zfp558	21
Tigd3	37
Osbpl6	9
Cd209a	23
Pkd1l2	5
Fam221a	25
A930033H14Rik	4
Gm5468	1
Rtkn	20
Zc3h7a	16
Tnnt2	3
Mbtps2	24
Dnase1	4
Arg2	1
A930004D18Rik	9
Slc25a37	23
Hhat	23
Celf5	23
X4930428O21Rik	1
Klhl26	2
Ttc14	24
Fgfr2	30
Fam91a1	21
Fopnl	15
Trp73	19
Stap1	13
Cnih4	5
Rpl3l	9
Tob1	25
Ash1l	3
A330009N23Rik	2
Hsp90aa1	3
Plcxd2	4
Cpped1	4
Srrm3	8
Rgs9bp	37
Asprv1	3
Caln1	30
Lrrc61	7
Pigg	8
Zfp395	4
D5Ertd615e	34
Cnnm2	13
Cntn3	21
S1pr4	5
Tctn3	13
Enkd1	4
Thrb	24
Gm16897	8
X9130230L23Rik	2
Cpsf2	3
Ogfod3	23
Spdye4b	4
Rtel1	27
Tmem135	5
Fmnl3	23
Wnt1	17
Cd207	36
Gfra2	23
Spata7	24
Pcsk4	23
Fstl3	9
LOC105244034	5
Atg10	5
Nlrp6	1
Cd300a	15
Meiob	23
Ankrd35	1
Cox11	7
Gtf3c1	19
Hey1	4
Mixl1	21
Oplah	20
Hgfac	30
Zswim9	3
Prickle1	1
Cfap126	3
Kantr	18
Angptl4	4
X5830444B04Rik	26
Fhad1	9
Cnih1	4
Samd5	16
Znf41.ps	9
Rab11fip5	15
Mttp	3
Lhpp	5
Gm2848	22
Tmcc2	18
X4930534H03Rik	22
Pde11a	29
Cacna1b	29
Pex1	28
Sirt3	23
BC016579	1
Hapln3	8
Ybx2	35
Celsr2	21
Iqcd	5
Csnk1g2	4
Slc10a3	4
Ptprh	37
Magef1	24
Mgl2	9
S100a6	14
Tmem88b	17
Zfp710	5
Syn1	5
Sh3bgrl	24
Zfp595	5
Ddit4	5
Orm2	3
Mcemp1	2
Ints6l	30
Psmd12	18
Mir9.3hg	11
Ptpn14	10
Apof	10
Tmem218	23
Tdpoz1	19
Zfp523	19
Pla2g4c	2
Ncan	11
X1700025B11Rik	3
Ciao2b	3
Cltrn	2
Arhgef25	9
Crispld2	1
Tns2	30
Fut4	5
Lmbr1	15
Gp6	7
Cd22	22
Serac1	4
Lancl2	3
Tnfsf4	16
Gm7102	2
Cyp2a4	23
Gask1b	8
Ramp1	4
Fat1	5
Npas3	5
Lmtk3	19
Bean1	2
Snord4a	7
Abhd18	28
Crabp2	1
Cst7	3
H2.Eb2	2
H2ac11	18
Fam131b	5
Cd4	34
Fhod3	6
Gata3	10
Bmp10	16
Rbm5	3
Gpr87	2
F2rl2	24
Guca1a	5
Ddah2	18
Armc9	5
X4933439K11Rik	9
Adamtsl4	6
Cnot4	3
Syne2	10
Fbxo9	28
Zfp819	3
Shisal1	27
Dnajc15	13
Fabp4	1
Gas5	15
Mmp17	23
Iqcn	11
Dgat2	30
Ccdc146	8
Mir202	7
Med31	18
Zfp953	28
Fabp1	11
Efna1	20
Pxt1	15
AW822252	4
Sccpdh	4
Chrna2	7
Kmt5c	5
Cd200r4	34
X4930405A21Rik	3
Cetn4	8
Tnpo1	28
Arhgap39	4
Pitpnm1	1
Cetn2	15
Phc3	15
Vma21	24
Nbl1	32
Gm3414	4
H2.M2	6
A430035B10Rik	2
Cebpa	36
Elovl2	2
Klra2	28
Klrb1f	1
A930037H05Rik	10
Cyren	23
D130020L05Rik	3
Mustn1	7
Scaf1	19
Gpr84	2
Ppp1r1b	9
Trpc6	15
Tmem190	23
Fan1	35
Tspear	30
Esrra	8
Prima1	8
Mink1	9
Tmc8	18
Atp2a1	25
A3galt2	18
Il17rc	15
Eif2ak4	8
Il20rb	1
S1pr3	1
Ceacam1	7
Ptprn	2
Shcbp1l	9
Gprc5b	17
X2810021J22Rik	8
Casc4	18
Srp54b	37
Ptprr	4
Ubxn2b	23
Rab25	23
Slc15a2	6
Slc26a9	1
Cbs	23
Klhl3	11
Hoxc10	29
Slf1	6
Ebf3	4
Syp	4
Gtpbp10	28
Six5	9
Gm3002	27
Hamp2	1
Porcn	23
Gbp10	2
Hoxc6	20
Fyco1	2
E330023G01Rik	2
Ccdc177	30
Gm19897	9
Kmt2b	6
Fam174a	15
Enox1	9
Sytl4	21
Trnp1	9
Msl3l2	37
Abcb1a	16
Slc30a2	6
AI847159	13
Rgcc	14
Crct1	4
C130074G19Rik	1
X5730420D15Rik	3
Nxt2	4
Itgad	5
Igsf6	5
Nxph4	23
Zbtb17	3
Phf6	3
Creg2	4
Prxl2b	28
Pabpc1	16
Gnas	3
Gm10432	10
Stambpl1	5
Carmil1	15
Bbof1	9
Bfsp2	9
Gpn2	11
Gpr137	4
Gm10845	8
Ppm1n	17
Fjx1	7
Mt3	30
Hexim2	37
Grifin	9
Tpmt	9
Slc7a3	7
F930015N05Rik	24
H2.K2	2
Ppef2	28
X1700048O20Rik	15
Col1a1	7
Rnf150	23
Prps1	15
Car7	10
Tmem82	7
Prdm11	24
Cav2	4
Myo1d	18
Fndc1	1
Cmbl	23
Pdgfrl	5
Chadl	30
Spa17	6
Slc12a5	15
Egr4	5
Mettl22	37
Gpr176	26
Agap3	4
Klhl17	9
Hadhb	4
X2410003L11Rik	15
A830035O19Rik	1
Zfp667	9
X1600010M07Rik	9
Ttc22	9
Myh10	1
Gdf9	8
Lyrm7	23
Pros1	27
Cd19	11
Sorbs1	27
Ace2	1
Kcna2	10
Ttll4	5
Bok	20
Exoc3l	25
Muc1	7
Slco2a1	10
Nr1d1	23
Hoxa4	15
Mag	32
Sowahd	3
Gm8817	24
A430046D13Rik	5
Abcc2	23
Vsig10l	5
Shld3	23
Unc13b	19
Cnot6l	8
Ift81	8
Ccdc141	19
Ltb4r1	4
Plcb3	8
Esx1	20
Erap1	4
Gm16894	8
AA388235	5
Nectin4	16
Phospho1	4
Snta1	30
Eef1akmt3	27
Mlf1	18
Zfp773	9
Tgfb2	3
X4930526I15Rik	3
Ddx52	19
Rgs11	9
Alkbh1	3
Tmem202	8
Etnk2	6
Olfr432	1
Syna	2
Ltbp3	25
Aars2	37
Idi2	3
Amotl2	7
Sphk1	1
Ppp1r3f	3
Cnga3	6
Rn45s	29
Gpnmb	21
Phf11c	2
Atp6v0c	1
Kcnmb2	4
Per3	5
Dusp23	4
Serpinb10	5
X2410022M11Rik	1
Srxn1	2
Insr	27
Emc9	25
H2ac10	9
Plcl1	15
Actr6	5
Syn2	8
Zfp493	4
Dact1	24
Zfp579	35
Nyap1	20
Icam2	23
Gm34746	3
Tmem198b	19
Plvap	20
Nradd	13
Arhgap21	8
Ccdc28a	18
Megf10	5
Zswim8	3
Il18rap	29
Car12	4
Mrgbp	1
Tmem52b	8
Gfod2	19
Kctd16	1
Tomt	5
Krt10	37
Slc16a14	24
Parp16	15
Tcp11	3
Cd300e	7
Zfp583	35
Dnm3	11
Fkbp9	10
Rwdd2a	23
X4930509G22Rik	2
Olfr231	6
X0610039K10Rik	3
Gm36738	23
Gp1ba	9
Rbp4	9
Arhgap10	3
Orm3	3
Pla2g7	24
Caskin2	19
Carns1	19
Safb2	6
Iqch	8
Zfp865	3
H2bc11	18
Gm15708	26
Hectd2	19
Zfp688	7
Spats2l	2
Cd200r2	5
Lrmda	20
Krt13	5
Plxnb3	10
Zmynd10	9
Chrm2	24
Mmp14	1
Fcho1	27
Cc2d2a	3
Igip	22
Kcna7	19
Sox4	4
Tcp11l2	30
Gm19710	11
Fam151b	5
X1700008J07Rik	3
Wnt2b	16
Krt16	6
Mir6236	1
Cox6a2	21
Tmem159	4
Srsf4	3
Mageb3	6
Gal3st4	8
X4932441J04Rik	4
Kcnb1	27
Tmc4	18
Ssmem1	1
Prelid3a	23
X3830403N18Rik	24
Gm20556	2
Fam189a1	9
Vmn1r65	4
Mak	24
X9330020H09Rik	1
Ptgir	20
Tepsin	19
C5ar2	16
Spopfm2	19
Map3k10	18
Bcdin3d	35
Vamp1	5
Ppp4r1l.ps	2
Spen	1
C430042M11Rik	24
Fbxo47	18
Rbks	24
Fbxl12	2
Majin	2
Trim67	7
Asphd2	22
Msantd3	1
Syt6	5
Enpep	25
Slc35f3	9
Gpr135	4
Amn	7
Ptges	14
Msrb2	28
Lipt1	23
Mst1r	2
A930011G23Rik	1
Myrf	36
Zbed5	25
Lama4	13
X1810062O18Rik	3
A630089N07Rik	24
Hecw2	4
Kifc3	30
X4930520O04Rik	29
Zfp653	7
Rpph1	17
Map7	1
Hcn4	17
Mrap	30
Ldhc	19
Apoo	4
E430018J23Rik	25
Thsd7a	4
Slc7a2	16
Greb1l	24
Lingo3	9
Six3	20
Siglech	5
Inka2	22
Rab26os	23
Ngef	6
Gja6	1
Morn4	32
Glyctk	32
E130317F20Rik	11
Brinp1	8
Fam229a	10
A930013F10Rik	18
Abcg4	3
Pdpn	5
Gm973	5
Ttc39aos1	5
H2.M5	8
X6330418K02Rik	13
Sall2	30
Map6d1	6
Cpne9	3
Erbb3	3
Awat2	7
Maoa	24
Slc25a47	18
H4c4	27
Rarg	25
Snx7	4
Tbc1d16	15
X4930426L09Rik	36
Klk1	19
Sez6l2	2
Mkx	21
Cfap45	8
Zfp692	23
Slc35g3	6
X4933406J10Rik	35
Fam20a	3
Nhsl2	35
Pbld2	11
X1300002E11Rik	4
Unk	18
X0610009L18Rik	35
X2810001G20Rik	5
Gm9949	5
Scd3	4
Shd	7
Kcp	9
Trim69	2
BC039771	16
Treml2	10
Gas2	35
Stx1a	18
Tafa3	7
Dnm1	20
Mylpf	19
Phldb2	6
X4931440P22Rik	7
Jmjd7	23
Cnpy1	9
Il22ra2	34
H4c3	35
Ddah1	15
Ccdc170	9
Gm14207	25
A730020E08Rik	34
Pla2g4d	11
Apol11b	2
Zfp940	20
Zfp784	3
Gm8773	16
Eif3c	3
Clcn1	13
Tmem273	23
St8sia2	32
C4a	3
Tmem191c	23
Rab6b	23
Camk2b	32
Grm8	19
Gm10536	2
Fosb	4
X4930431P03Rik	4
Hacd1	15
Veph1	8
D830031N03Rik	14
Pdlim3	5
Gm3636	27
X4930444G20Rik	12
Olfr658	1
Loxl2	6
Arap3	28
H3c1	37
Ica1	11
Cmc4	34
D6Ertd527e	3
Rragb	5
Dppa2	16
Arhgef28	4
Nsmf	23
Zp3	28
Klra3	8
Vmn2r29	15
Mcmdc2	3
Gstp3	7
Efcab9	5
Lhx9	1
Echdc2	15
Grin1	23
Vtn	20
Mir7686	1
Upb1	7
Tctn2	18
Lrrc46	37
Pitpnc1	4
Abhd16b	10
Taf1c	37
Cib2	8
Gm5177	1
AY074887	6
Flacc1	11
H4c8	20
X1110065P20Rik	25
AA986860	11
Ddx25	1
Ass1	1
Arg1	1
Calhm4	17
Ccr1l1	8
Ccdc183	25
Hrh1	4
Bmp6	29
Mospd4	4
Cyb5r2	19
Mtss2	18
Degs2	8
Ankrd24	19
Fscn3	6
Hykk	8
Dqx1	3
Serping1	1
C030037D09Rik	11
Npas1	5
Cp	24
Tex15	3
Rlbp1	7
Rps6kl1	9
Ccdc162	5
Brpf3	3
Padi3	9
Abcc5	5
Slc22a4	27
Snhg7	23
Gm10125	14
Pcdhga5	15
Vwa7	3
Trim17	9
Tarm1	11
Perp	6
Lama3	2
Nlrp10	2
Tymp	5
B020031M17Rik	3
Wnt8b	5
Gbgt1	9
Dnajc28	5
Tekt2	19
Wdr90	23
Ppp4r4	1
Ccdc175	32
Gm14305	23
Ptgr1	10
Pappa2	2
E130102H24Rik	2
Bcar3	15
Cnksr1	1
Sh3d19	7
Zfp985	6
Itln1	17
Gm4262	21
Ch25h	2
L3hypdh	5
Slc4a1	14
Spink2	16
Gm10825	24
Pcsk1n	23
Col6a1	2
Rtl9	3
B430212C06Rik	9
Xlr4b	5
Tdpoz2	18
Tmem141	23
Arl4d	20
Bcl6b	19
Spata48	18
Ttbk1	3
X9230105E05Rik	24
Zfp607b	18
