genes	cluster
Ttc9	3
Zfp810	1
Erf	3
Rac3	2
Spta1	1
Trp73	2
Nsfl1c	2
X1190007I07Rik	3
Ybx3	2
Arhgap23	5
C630043F03Rik	3
Psmg1	3
Ostc	3
Trmt2b	3
Il7	1
Hsp90ab1	1
Ears2	2
Fam20c	3
Med15	1
Rdh5	1
Prelid2	4
Gna11	3
Fam178b	3
Slc2a3	9
Sat2	7
Trim65	3
Fhl2	7
Cr1l	3
Slmap	1
X0610043K17Rik	1
Csrp2	1
Hjurp	6
Mpst	3
Cd14	3
Tmem241	3
Stau2	2
Card10	3
Scamp3	7
Tacr2	4
Gm19723	2
LOC108167347	1
Lhfpl2	2
Deptor	7
Fcgr2b	3
Gpt2	3
Zfp651	7
H2bu2	3
Zbed6	1
Litaf	1
Cep78	3
Dnase1l1	5
Spns3	2
Uchl1	2
X1700028J19Rik	2
Tmem151b	2
Nkiras2	2
Slc36a3	3
Il3ra	1
Fam92a	3
Cep128	3
Zzef1	1
Tmem231	5
Clec2l	7
Srsf5	1
Itsn1	3
Srcap	1
Ephb4	5
Palld	1
Per2	3
Syce1l	2
Thnsl1	3
Ankrd49	1
Gdi2	3
Slc35a1	3
Recql4	3
Gpn3	10
Bbs12	3
Eaf1	2
Mfsd13a	3
Csde1	1
Lysmd4	2
Tmem223	4
Agmo	3
Tcp10b	2
Myh11	10
Ttc21b	3
Ccdc96	1
Mrps35	3
Kat6b	3
Alpl	3
Omp	2
X4632428C04Rik	7
Trdmt1	3
Cyb561	3
Plcd3	3
Tceal9	3
Ubxn11	2
Phf24	3
Sbk1	3
Arhgap45	3
Pip5k1c	8
Tceanc	1
Zer1	3
Fzr1	2
Fbxl4	3
Coa6	3
Msx3	2
Dnmt3l	1
Ralgps1	7
Acp5	2
Rdh11	3
Zfp275	2
Akap5	3
Radx	6
Exosc3	3
Iqsec1	8
Mettl18	3
Zfp61	3
Ltbp3	6
Aplp1	7
Rangrf	9
Fblim1	6
Mpg	3
Lamtor1	3
Pim3	1
D630045J12Rik	3
Lrrc75a	7
Ampd3	7
Rasl2.9	3
Zfp984	3
Slc20a2	1
Hsp90aa1	1
Ggh	3
Eldr	3
Lct	1
Slc18a1	1
Slc6a11	2
Mef2c	5
X2900097C17Rik	1
Atp2b2	3
Satb2	4
Grb7	3
Meis1	3
Mtfp1	3
Decr2	3
Calcrl	5
Tnfrsf10b	1
Plxdc2	3
Pira2	8
Acer2	2
Hoga1	7
Pilrb2	3
Zfp219	4
Gpr162	5
Npepps	1
X5730409E04Rik	3
Cep70	3
Tubb3	3
X1700066M21Rik	3
Slc16a13	3
Dele1	3
Slc37a2	2
Elfn2	7
Efhd1	4
Ankrd9	3
Ajuba	3
Gm6455	6
Ltk	5
Rdh8	1
Ccdc184	1
Glp1r	3
Elf3	2
Hmga2	5
Gcg	2
Cgrrf1	3
Zfp57	3
Tubb2b	1
Tmem171	1
Slc28a2	3
E230029C05Rik	10
Kcna3	1
Wdr91	3
Mira	3
Cebpzos	3
Dpp7	3
Fhod1	1
AI413582	3
Il17d	2
Zfp180	1
Dnajc15	3
Cd151	5
Dnajc25	3
Ten1	3
Smim26	3
Gpr39	3
Pik3c2a	3
Zfpm1	6
Cirbp	1
Ddit4	3
Chst3	3
Barx2	1
Rnf122	5
F2rl1	1
Tmem170b	3
D130040H23Rik	1
H2.Eb2	1
B230118H07Rik	3
Disp1	3
Ap1s2	3
H2.T23	1
Mettl21a	3
Fam199x	3
Ms4a6b	2
Rabepk	3
Epc1	1
Pfkfb1	1
Neil1	3
Mrgpra6	1
Accs	3
Tmem266	4
Phldb3	7
Usp46	3
Tmem126b	3
Tro	2
Rpusd3	3
Akap8l	3
Map1a	3
X1500015A07Rik	2
Xylt2	3
Nab2	3
X9930012K11Rik	5
Eif5	1
Tmem25	3
Enkd1	7
X2610035D17Rik	3
Paics	3
Adarb2	3
X2610507I01Rik	3
Nudt1	3
Fmnl3	10
Foxh1	2
Slc36a2	3
Armc10	3
Dact3	5
Sult6b1	1
Uqcc2	3
Nphp1	3
Klrg2	3
Perm1	1
Nsun3	2
Smim15	3
Ptprcap	9
Ino80dos	1
Shisa8	5
Zeb2	2
Ncan	2
Rcor2	3
Hgfac	3
Polr3d	2
Rasl11a	2
Gmps	2
Gm614	4
Bdh2	5
Dnajc4	3
Tnfsf14	1
Ehhadh	3
Zfp963	2
Mob1b	1
Gtpbp2	1
Pcyt1a	3
Gmds	3
Mblac2	3
Fcmr	2
Bcl2l15	2
Micu1	3
Bicdl2	1
Trib3	3
Fsd1l	1
Lzts1	3
Churc1	3
Nrip3	1
Limk2	3
Mcee	7
Ccdc116	3
Phf11c	1
Rad51b	8
Obsl1	1
Galnt9	3
Gpr89	3
Sarm1	3
Xrcc5	3
Acy3	3
H2.T10	1
Ccng1	3
Gngt2	3
Hes6	3
Arfip1	3
Apol7a	1
Bahcc1	5
Mzt2	3
Klc3	3
Dgka	4
Ttll1	7
Bdkrb1	2
Ogfod3	3
Trp53i11	5
Tmem132a	2
Cyren	3
Lhx8	7
Fam122b	3
Slc25a37	3
Plxna3	3
Mt3	3
Smagp	3
Adamts10	3
Mxra7	5
Slc29a2	3
Cd207	10
Grk1	1
Klhl3	2
Ss18l2	10
Rufy2	3
Mroh2a	2
Zfp758	3
Foxr1	10
Cnih4	3
Smim40	1
Mfsd6l	1
Nudt19	3
Hdac8	3
Oosp1	3
Dand5	10
Rnf113a1	3
Psat1	3
Morn1	5
Cst7	1
Mfsd2b	1
Polg2	3
Unc80	1
Pfn2	3
Foxd2os	3
X2310061I04Rik	3
Ptger1	3
Tmem144	3
Nptxr	5
Cnksr3	7
Adgrg1	3
Syngr1	3
Agpat2	5
Hddc3	3
Qsox1	10
Mgl2	5
Dhdh	3
X4930513N10Rik	1
BC018473	3
Fbxl22	2
A930006I01Rik	6
Fkbp14	3
Lars2	1
Tns2	3
Fgfbp3	2
Srxn1	2
Emilin2	7
Sh2d1b1	3
Slc35a5	8
Phkg1	3
X5033406O09Rik	3
Zfp786	3
Igflr1	5
Ythdf2	1
Sfxn5	5
Ldha	3
Ash1l	1
Peg12	3
Gm527	4
H2.T22	1
Myb	2
X9430069I07Rik	3
St6galnac1	5
Cntrl	1
Eef1akmt4	1
Mtln	3
Fahd2a	3
Mir9.3hg	2
Dagla	5
Pgap3	3
Tmem51	3
Fcsk	1
Pparg	3
Acad12	3
Mest	1
Shld2	3
Gm2848	8
Sdhaf4	3
Gm7102	1
Meiob	3
Hpdl	9
Fam111a	3
Ndufb4	3
Trim45	5
Rbpms	1
Pkd1l2	7
Trmt112	3
D3Ertd751e	3
Gm3230	1
Lzts3	5
Decr1	7
Gm13546	1
Gal3st1	3
Scamp5	3
X2010300C02Rik	1
Sirt5	3
Gcm1	1
Wnt2b	4
H2bc21	3
Rab34	2
Ctrc	1
Ankmy1	1
Wbp1l	3
X1700025B11Rik	1
C920021L13Rik	5
Vash2	5
Dync1h1	1
Ankrd10	3
Cdc14b	3
Klk1	2
Arvcf	3
Myorg	3
A930033H14Rik	3
Nppc	3
Ube2d.ps	1
Ankrd13b	3
Chchd1	3
Ubald2	1
Kyat1	3
Setd1b	1
D030028A08Rik	9
Ccdc12	3
Usp27x	4
Cracr2b	5
Mettl5	3
Neil3	3
Zfp566	3
Btbd16	2
Mfsd2a	6
Zswim9	1
Frat1	3
Paox	3
Ccdc74a	3
Fgd2	3
Slc15a1	1
D330050G23Rik	2
Zc3h7a	1
Dnajb13	3
Ciart	3
Osgepl1	3
Cdc42bpg	1
Cenpp	3
Lyrm4	3
Olfr856.ps1	1
Dpep3	3
Tctex1d2	3
Prrg4	1
Dusp19	3
Dnajc22	2
Gm20597	1
Dusp14	4
Mcemp1	1
Zfp512	3
Dot1l	1
Uqcr11	3
Cyp2a4	3
Tnnt2	2
Supt4b	1
Speg	3
LOC105244034	3
Cc2d2a	1
Wdr44	3
Krtcap3	3
Ccdc181	3
Rmrp	6
Smad6	7
Abhd12b	1
Susd2	1
Peg13	3
Serpina3f	1
Thap6	3
Tmem135	3
Cuedc1	8
Pou3f1	4
X5430405H02Rik	1
Ppp1r3f	1
Zbtb17	2
Ccdc182	6
Acoxl	1
Sowahd	1
Gstm2	2
Prickle3	3
Arhgef25	3
Sirt4	3
Lcn2	2
Dlg4	1
Mib2	3
Gm32200	4
B3glct	5
Safb2	1
Neurl1a	6
Mypop	3
Creb3l4	1
Celf5	3
Myom1	1
Gm16938	1
Ccdc141	1
Pla2g4c	1
Gata3	4
Sectm1a	5
Mansc1	7
Pdzk1	3
Zfp987	1
Olig1	3
Mid1	1
Gtpbp6	1
D5Ertd615e	8
Gm16793	2
Mmp17	3
Pcsk4	3
E330023G01Rik	1
A630001O12Rik	8
Havcr1	4
Cbs	3
Ppp4r1l.ps	1
Plcd1	2
Gm9530	3
Shpk	10
Srrm2	1
Plekhf1	3
Gm34746	1
S100a13	3
Fam161a	3
Car2	2
Orm2	1
Tsacc	1
Alkbh1	1
Spen	1
Erbb3	1
Rpp21	3
Sirt3	3
Vangl2	3
Ybey	2
Ripor3	2
Slf1	1
Ifi44	1
Ahsa2	1
Mpv17	3
Tgfb3	3
Slc38a1	5
Zfp808	3
Dmbx1	4
Rbpms2	4
Ppef2	8
Asb6	2
B3gat1	5
Ano8	3
F630028O10Rik	3
S1pr4	3
Wnt5b	3
Ppm1n	2
Pxdc1	5
Cd19	2
Gm266	2
Alg14	3
X4933439K11Rik	3
Fbn1	1
Cd22	8
Mmp12	7
St8sia6	2
Endog	3
Ddah2	4
A430035B10Rik	1
Gm10432	1
Rtel1	1
Gm4951	1
Fam131b	5
Dgat2	3
Zfp119a	1
Trim34b	1
Pcnx	1
Gm12610	1
Arid1a	1
E030011O05Rik	2
Gpr137	3
Cntrob	3
Intu	2
Kcnj2	7
Ndufb11	3
Ttc22	3
Foxa1	1
Hspb1	2
Caln1	7
Pax5	1
Wdr90	3
Fhad1	3
Phka1	3
Fstl3	3
Ggt7	3
Adcy3	3
Vps9d1	3
Hsd3b7	7
Fpr2	1
Zfp934	3
Srsf12	1
Plekhs1	2
Cmbl	3
X1810020O05Rik	3
Fabp1	2
Rasgrp2	3
Rnasel	2
Fam214a	7
X4933406J09Rik	1
Plekhg4	2
Six5	5
Map6	5
Cbln3	2
Nxph3	3
Trpc4	3
Gm6654	1
Tgfb2	1
Apol11b	1
D130020L05Rik	1
Zfp52	9
Gje1	1
Bend4	3
Casq1	3
Il18bp	1
Zc3hav1l	3
Bcar1	1
Fkbp9	1
Gng7	3
Wnt6	6
Npas3	5
Mfsd3	9
Pycr1	3
Ptprh	2
Porcn	3
Plcb3	8
Dgcr8	1
Atrip.trex1	1
Tmem192	3
Fam83c	1
Rgs9bp	2
Gm37065	3
Slc26a6	2
Idi2	1
Myl6b	3
Hrh2	8
C130046K22Rik	4
H2ac10	3
Orm3	1
Pitpnm1	2
Thyn1	3
Tacc2	3
Asprv1	1
Ppp1r1b	3
Il19	2
Hectd4	3
Ct55	7
Rtl9	2
H2.Ke6	3
Zfp938	3
Tnfrsf8	2
Fcgr3	3
Dnm3	2
Pkn3	3
Serac1	5
Bcl2a1c	1
Trim47	3
Tmem216	3
Pfkfb2	3
Zfp287	3
Nsmf	3
Clgn	5
Gan	1
Nxph4	3
X4930432K21Rik	1
Bmp2	1
Gp6	2
A930037H05Rik	4
Cd209c	1
H2.K2	1
Hhat	3
Phospho1	3
Pdzrn4	4
Cyp4f37	3
Enpep	6
X0610039K10Rik	1
Aanat	1
Grifin	3
X2810429I04Rik	5
Rbp4	7
Zfp458	2
Gadd45a	1
Galnt18	2
X4930459C07Rik	1
Glis2	5
Astl	2
Fam131a	5
Ptk6	1
Pecr	3
Il17ra	1
Eaf2	2
Ccdc177	3
Rpl3l	3
Myh10	2
A430046D13Rik	3
Hey1	7
Atg10	3
Gm4737	3
Fut4	3
Gm8773	4
Per3	5
Mttp	1
Actr6	3
Ldhc	2
Cpne9	1
Unc13b	1
Rtkn	3
Gm20324	3
Cnih2	3
X1600010M07Rik	3
Tdpoz1	1
Rragd	1
Myrf	3
Chsy3	3
X3300005D01Rik	7
Tdg	1
Chrnb2	2
Gmfg	5
Ryk	3
Ddb2	3
Synj2	5
Ttc32	3
Exoc3l	6
Abcb7	3
Bfsp2	5
St8sia2	4
Gstm6	2
Robo4	2
Hoxa9	3
LOC666331	4
Treml2	4
Slc9a2	7
X4930534H03Rik	5
Fanca	3
Etnk2	4
C1galt1	3
Efna1	3
A630012P03Rik	1
Chadl	3
Tspear	3
Enox1	5
Ints6l	3
Sez6l2	1
Mrap	3
Fam20a	1
Arhgap39	3
Mir6236	2
Cib3	1
Masp1	8
Fyco1	1
Il1r1	6
Ccdc73	2
Ovol1	2
Flacc1	2
Kctd16	1
C430002N11Rik	2
Srl	3
Asphd2	5
Rgcc	4
Degs2	8
Gpr87	1
Tnr	4
Srp54b	2
Ntng2	2
X0610040F04Rik	1
X2700038G22Rik	1
Car7	1
Twist1	2
Angel1	6
F8a	3
Atf7ip2	2
X5830428M24Rik	3
Osbpl6	5
Asb11	1
Pabpc1	1
Cox11	2
Zfp692	3
Spred3	5
X2810001G20Rik	10
Clec4b1	3
Wdr54	3
Nlrp6	2
Hcar1	9
Slc6a13	3
Zfp408	1
Apopt1	3
Kmt5c	3
Homer2	1
Slc6a4	1
Gmpr	3
Kiz	3
Vwa7	1
Taf1a	2
Sema6a	2
Aebp1	2
Gpr52	2
Fhod3	1
Hamp2	1
Cwh43	3
Rnf150	3
X2610005L07Rik	1
Pomgnt2	3
Impact	2
Syne2	4
Caskin1	7
Itgad	3
Srcin1	1
Cyp4f17	3
Tcp11	1
Henmt1	3
Mdga1	7
Spopfm2	2
Wnt1	2
Apof	1
Rab25	3
Shcbp1l	3
Adarb1	3
Snta1	3
Iqcd	3
Rfx2	5
Shld3	3
X4833418N02Rik	1
Zfp653	1
Kcnab3	3
Ssh3	2
H3c3	2
Tmem82	2
Prickle1	2
Nbl1	4
Ccdc162	3
Atxn1	1
Zfp667	3
Klra5	3
Igip	8
Rgs11	3
Celsr3	1
Gm15270	7
Sirpa	1
Padi3	5
Syna	1
Comtd1	3
Slc44a4	10
Cyb5d2	2
AW822252	5
Kifc3	7
Slc7a2	4
Egfl7	3
D6Ertd527e	1
Zbed5	6
Kcnb1	4
Ces2d.ps	6
Atp6v0c	1
Kcp	3
Iqcn	2
Serf1	5
X4933430I17Rik	1
Stap1	10
Mir202	2
Zfp819	2
Rida	5
Cldn23	1
Prr15	5
Npas2	1
Stab1	1
Abcb1a	4
X9130230L23Rik	1
Tarm1	2
Pbld2	2
Gm36738	3
AA388235	3
Lurap1	3
Fbxo27	1
Haghl	3
Ntn1	2
Zfp995	3
Gm5468	1
Cnnm2	5
Mir21a	2
Tomt	3
Tlr4	8
Adamtsl4	1
Mapk8ip1	7
X4930405A21Rik	1
Adamtsl5	4
A830035O19Rik	2
Gnat3	9
A930006K02Rik	10
Vamp1	3
Zmynd10	3
Nectin4	1
Cbr1	3
Rdm1	4
Plvap	3
Fam3b	3
Rab4a	3
Il20rb	1
Mir6385	1
Zranb3	3
Eef1akmt3	4
Tctn3	3
Amn	1
Tmem88	2
Gm20556	4
Gm3414	3
Myo1e	5
Guca1a	3
Snhg7	3
Dab2	5
Rpph1	6
Duoxa2	4
Atp2a1	6
Erich3	5
Serpinc1	1
D630003M21Rik	6
E130102H24Rik	1
Mipol1	10
Creg2	7
Atp13a4	2
Gm12253	1
Col6a5	4
Trip10	1
Olig2	3
Spdye4b	3
Zfp457	4
