PeakID	Irf1_0	Irf1_120	Irf4_0	Irf4_120	Junb_0	Junb_120	Rela_0	Rela_120	Relb_0	Relb_120	Rel_0	Rel_120	Stat1_0	Stat1_120	Stat2_0	Stat2_120	Stat3_0	Stat3_120
peak24115	0.00	2.58	4.50	1.19	1.56	1.91	2.23	0.97	3.12	3.12	0.00	0.00	0.60	0.67	1.37	0.00	2.51	0.00
peak22790	3.32	1.29	3.00	1.19	0.00	0.00	3.34	1.93	0.00	0.00	6.44	1.60	0.24	1.34	0.00	0.00	0.63	0.00
peak10839	1.11	3.87	1.50	5.93	0.00	0.00	2.23	4.84	0.00	0.00	1.61	6.38	1.81	2.90	2.73	1.92	0.63	1.60
peak27402	1.11	14.17	18.01	15.42	3.11	5.74	3.34	6.77	8.31	6.24	3.22	1.60	2.06	5.91	2.73	5.13	3.14	2.40
peak1617	2.22	3.87	3.00	1.78	3.11	1.91	0.00	1.93	1.04	3.12	0.00	6.38	0.73	0.56	1.37	0.00	1.89	0.00
peak2768	9.97	10.31	7.51	5.34	7.78	1.91	2.23	16.44	5.19	1.04	0.00	1.60	1.33	3.01	1.37	0.64	1.26	8.00
peak11351	5.54	9.02	7.51	4.75	3.11	3.83	5.57	5.80	2.08	5.20	3.22	1.60	1.81	2.34	6.84	0.64	3.14	2.40
peak13462	1.11	5.15	4.50	5.34	4.67	7.65	2.23	8.70	1.04	2.08	1.61	1.60	1.81	2.12	0.00	0.64	2.51	0.80
peak26621	3.32	3.87	12.01	1.19	10.89	0.00	3.34	8.70	0.00	1.04	3.22	3.19	1.33	1.90	0.00	3.21	0.63	3.20
peak24505	28.80	12.89	75.05	16.02	7.78	26.78	5.57	24.18	4.16	2.08	0.00	6.38	2.42	3.12	2.73	5.77	3.14	3.20
peak7387	0.00	0.00	1.50	1.19	6.22	0.00	0.00	0.00	0.00	0.00	0.00	3.19	0.60	0.33	2.73	0.64	0.00	1.60
peak18929	4.43	0.00	0.00	1.19	6.22	11.48	3.34	1.93	0.00	4.16	1.61	0.00	1.81	0.78	0.00	3.21	1.26	0.00
peak28	0.00	1.29	4.50	1.78	0.00	0.00	0.00	0.97	0.00	1.04	1.61	0.00	0.24	0.45	0.00	1.28	0.00	0.00
peak3263	1.11	3.87	1.50	0.59	0.00	0.00	0.00	1.93	2.08	0.00	3.22	1.60	1.09	0.78	0.00	1.92	1.89	1.60
peak4532	3.32	1.29	3.00	2.37	9.33	0.00	1.11	0.00	5.19	0.00	4.83	1.60	1.45	2.12	0.00	0.00	4.40	1.60
peak29417	3.32	0.00	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	0.00	0.00	0.73	0.56	0.00	1.28	1.26	0.80
peak17093	5.54	6.44	37.53	7.12	45.11	9.57	1.11	9.67	4.16	3.12	0.00	3.19	2.42	2.90	5.47	5.77	1.89	3.20
peak21666	2.22	3.87	7.51	13.05	7.78	17.22	2.23	1.93	2.08	2.08	4.83	1.60	1.09	1.56	2.73	0.64	0.63	2.40
peak15392	1.11	3.87	0.00	1.78	1.56	5.74	1.11	1.93	0.00	0.00	1.61	1.60	1.57	0.67	0.00	0.00	1.89	0.80
peak26052	1.11	3.87	37.53	27.29	3.11	13.39	2.23	18.38	0.00	5.20	0.00	1.60	0.85	7.48	2.73	7.05	3.77	2.40
peak3436	1.11	5.15	13.51	5.34	3.11	3.83	0.00	5.80	3.12	4.16	1.61	3.19	1.57	2.34	4.10	1.28	2.51	4.00
peak29087	2.22	5.15	3.00	4.15	0.00	7.65	2.23	2.90	0.00	3.12	1.61	4.79	1.33	2.12	0.00	1.92	0.00	1.60
peak20810	0.00	3.87	1.50	1.19	0.00	0.00	1.11	0.97	4.16	1.04	0.00	4.79	0.85	0.22	2.73	1.28	0.63	1.60
peak16827	12.19	20.62	36.03	7.12	15.56	13.39	3.34	24.18	1.04	1.04	1.61	6.38	1.57	6.02	2.73	7.70	1.26	4.80
peak7746	8.86	5.15	21.02	3.56	10.89	15.31	1.11	9.67	7.27	6.24	3.22	3.19	1.09	3.68	1.37	1.92	2.51	5.60
peak25604	5.54	3.87	0.00	2.37	4.67	5.74	2.23	4.84	0.00	2.08	3.22	3.19	1.33	1.00	6.84	1.92	2.51	0.00
peak18142	2.22	3.87	37.53	7.71	9.33	19.13	1.11	6.77	5.19	1.04	1.61	0.00	0.60	2.34	2.73	2.57	5.03	5.60
peak17686	0.00	0.00	3.00	0.00	3.11	1.91	0.00	0.97	0.00	0.00	1.61	0.00	0.48	2.12	4.10	3.21	2.51	2.40
peak17159	26.59	21.90	16.51	4.15	10.89	11.48	22.29	41.59	9.35	16.63	3.22	19.15	4.11	13.39	4.10	4.49	8.80	19.20
peak17518	2.22	9.02	6.00	0.59	6.22	9.57	3.34	5.80	1.04	1.04	0.00	3.19	1.09	2.68	2.73	7.05	5.03	0.80
peak17422	1.11	1.29	0.00	3.56	0.00	0.00	4.46	0.00	1.04	7.28	0.00	1.60	1.81	1.00	0.00	2.57	0.63	0.80
peak4967	1.11	0.00	3.00	0.59	1.56	1.91	0.00	0.00	1.04	1.04	0.00	1.60	0.60	1.23	0.00	0.64	0.00	0.80
peak6846	0.00	3.87	0.00	2.37	0.00	13.39	2.23	4.84	2.08	0.00	0.00	0.00	1.33	1.90	2.73	1.28	0.63	2.40
peak26004	0.00	2.58	0.00	0.00	0.00	3.83	1.11	1.93	2.08	1.04	1.61	0.00	1.57	0.67	1.37	2.57	2.51	4.80
peak24015	2.22	11.60	0.00	1.78	1.56	5.74	1.11	3.87	1.04	1.04	1.61	0.00	0.73	1.79	0.00	0.64	1.89	3.20
peak12470	1.11	5.15	0.00	1.78	7.78	1.91	1.11	2.90	2.08	3.12	1.61	1.60	0.97	3.12	2.73	0.64	2.51	5.60
peak19408	2.22	10.31	9.01	3.56	46.67	40.18	1.11	13.54	8.31	4.16	4.83	1.60	1.69	2.34	1.37	1.92	0.63	10.40
peak6063	5.54	5.15	6.00	4.15	0.00	0.00	0.00	2.90	2.08	4.16	0.00	6.38	1.09	2.23	12.31	5.77	1.26	3.20
peak5057	5.54	3.87	3.00	2.97	3.11	3.83	1.11	8.70	4.16	5.20	1.61	0.00	2.66	2.23	1.37	2.57	1.89	3.20
peak9967	5.54	0.00	3.00	0.00	0.00	0.00	0.00	1.93	1.04	1.04	1.61	1.60	0.97	0.67	0.00	0.00	0.00	1.60
peak11955	25.48	25.77	9.01	4.15	1.56	3.83	1.11	8.70	1.04	2.08	1.61	3.19	1.69	11.16	2.73	5.77	1.26	3.20
peak13570	3.32	3.87	1.50	1.78	0.00	3.83	1.11	8.70	1.04	8.32	3.22	3.19	1.21	2.57	2.73	2.57	1.26	5.60
peak29088	8.86	9.02	6.00	0.59	7.78	21.05	0.00	9.67	4.16	3.12	0.00	1.60	2.66	1.34	1.37	1.28	1.89	1.60
peak20446	25.48	52.83	78.06	30.25	46.67	68.88	6.69	56.10	6.23	16.63	8.05	9.58	3.02	12.16	0.00	10.90	1.89	10.40
peak8727	16.62	15.46	31.52	16.61	65.34	24.87	10.03	17.41	7.27	8.32	3.22	4.79	2.18	4.13	1.37	7.70	1.26	8.80
peak29081	0.00	5.15	4.50	0.59	3.11	0.00	2.23	2.90	0.00	1.04	0.00	0.00	0.73	2.90	2.73	5.13	0.00	0.80
peak12421	2.22	1.29	0.00	0.59	0.00	5.74	0.00	6.77	0.00	2.08	6.44	6.38	1.09	3.01	1.37	0.64	1.89	0.80
peak22753	0.00	5.15	0.00	1.19	0.00	0.00	0.00	3.87	0.00	1.04	1.61	0.00	1.09	1.12	0.00	1.28	0.00	0.00
peak26844	1.11	1.29	0.00	0.59	0.00	0.00	0.00	0.97	0.00	0.00	1.61	0.00	0.85	1.00	1.37	1.92	0.00	0.80
peak18538	2.22	2.58	6.00	1.19	9.33	0.00	3.34	4.84	0.00	1.04	3.22	1.60	1.45	3.46	8.20	1.92	1.89	0.80
peak26617	0.00	0.00	1.50	1.78	0.00	0.00	0.00	0.00	2.08	0.00	0.00	0.00	0.60	1.34	0.00	0.00	0.63	1.60
peak2961	2.22	2.58	3.00	1.19	0.00	0.00	0.00	0.97	1.04	0.00	1.61	0.00	0.60	4.35	2.73	0.00	0.63	0.00
peak14103	3.32	6.44	1.50	1.19	0.00	0.00	5.57	2.90	3.12	3.12	6.44	3.19	0.73	1.45	2.73	0.00	2.51	4.80
peak26698	4.43	6.44	12.01	6.53	1.56	3.83	1.11	5.80	1.04	1.04	0.00	0.00	0.48	1.90	0.00	0.64	0.63	0.80
peak21674	7.75	3.87	7.51	3.56	7.78	3.83	3.34	7.74	6.23	6.24	3.22	1.60	1.69	1.23	0.00	9.62	0.63	5.60
peak2074	4.43	2.58	3.00	3.56	1.56	0.00	2.23	0.97	1.04	0.00	1.61	3.19	1.69	1.34	2.73	3.21	1.89	0.00
peak7104	2.22	9.02	4.50	8.30	0.00	0.00	0.00	4.84	0.00	0.00	0.00	1.60	0.97	6.25	4.10	6.41	0.63	0.80
peak25632	9.97	2.58	27.02	4.75	3.11	1.91	2.23	5.80	1.04	2.08	0.00	1.60	3.27	4.24	20.51	1.92	3.77	1.60
peak23888	0.00	0.00	4.50	0.00	0.00	1.91	0.00	0.97	3.12	1.04	1.61	3.19	1.81	2.45	0.00	5.77	0.00	2.40
peak18543	3.32	1.29	3.00	4.75	1.56	3.83	0.00	6.77	1.04	0.00	3.22	1.60	0.60	4.24	1.37	0.64	0.00	4.00
peak3257	6.65	6.44	0.00	1.19	0.00	9.57	7.80	24.18	4.16	4.16	0.00	4.79	2.42	3.79	0.00	5.13	1.26	2.40
peak4367	1.11	3.87	7.51	4.75	3.11	3.83	1.11	0.00	0.00	5.20	1.61	7.98	1.45	1.34	2.73	3.85	1.89	1.60
peak20847	5.54	43.81	1.50	1.78	0.00	3.83	2.23	5.80	1.04	0.00	1.61	4.79	2.78	2.68	0.00	3.21	0.63	4.80
peak1876	7.75	21.90	7.51	1.78	1.56	7.65	1.11	9.67	3.12	1.04	3.22	4.79	0.73	4.24	1.37	3.21	1.26	4.80
peak843	2.22	5.15	15.01	3.56	1.56	3.83	1.11	4.84	1.04	3.12	0.00	0.00	1.21	1.79	2.73	1.28	3.14	2.40
peak19031	0.00	3.87	3.00	2.37	7.78	3.83	1.11	6.77	2.08	3.12	0.00	6.38	1.57	1.12	0.00	0.64	2.51	4.80
peak18093	8.86	25.77	12.01	7.12	43.56	30.61	1.11	22.25	2.08	3.12	6.44	7.98	2.30	5.47	1.37	3.21	2.51	2.40
peak22547	0.00	1.29	1.50	2.97	0.00	5.74	1.11	0.00	2.08	3.12	0.00	6.38	1.33	2.57	0.00	1.28	1.26	4.00
peak4714	7.75	9.02	16.51	13.64	26.45	3.83	1.11	5.80	4.16	2.08	0.00	4.79	2.18	4.57	8.20	2.57	1.89	8.00
peak11205	7.75	24.48	57.04	14.24	0.00	13.39	4.46	18.38	5.19	8.32	6.44	11.17	1.57	3.90	2.73	3.21	2.51	8.00
peak19244	2.22	10.31	3.00	2.97	3.11	15.31	3.34	83.18	4.16	20.79	0.00	15.96	1.94	3.12	6.84	1.92	4.40	2.40
peak17156	5.54	2.58	1.50	1.19	3.11	3.83	1.11	0.00	1.04	0.00	3.22	0.00	0.12	2.23	2.73	1.92	1.26	1.60
peak321	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.97	1.04	0.00	0.00	0.00	0.73	0.67	0.00	0.64	1.26	0.80
peak13952	2.22	3.87	6.00	1.19	4.67	0.00	4.46	4.84	1.04	0.00	3.22	0.00	0.85	1.90	2.73	1.28	0.63	3.20
peak10993	7.75	9.02	3.00	7.71	3.11	15.31	0.00	7.74	3.12	7.28	11.27	3.19	1.94	2.23	0.00	2.57	3.77	1.60
peak12268	2.22	16.75	9.01	4.75	18.67	19.13	6.69	37.72	1.04	8.32	3.22	6.38	0.73	5.02	1.37	3.21	8.80	2.40
peak22613	1.11	1.29	6.00	1.19	3.11	3.83	2.23	2.90	0.00	0.00	1.61	0.00	1.57	1.12	0.00	0.00	2.51	4.00
peak8958	0.00	0.00	0.00	1.19	0.00	0.00	0.00	0.00	1.04	1.04	0.00	0.00	1.81	0.67	0.00	0.00	0.00	1.60
peak26228	2.22	6.44	1.50	1.19	1.56	1.91	2.23	2.90	1.04	2.08	0.00	0.00	0.36	1.34	4.10	1.92	0.63	4.00
peak18354	2.22	0.00	0.00	1.19	0.00	0.00	0.00	0.97	5.19	0.00	0.00	1.60	1.69	0.67	0.00	0.00	0.63	0.00
peak75	0.00	0.00	0.00	0.59	1.56	0.00	1.11	0.00	0.00	0.00	0.00	0.00	0.24	0.56	1.37	1.92	1.26	0.00
peak9213	3.32	1.29	9.01	2.97	3.11	1.91	1.11	1.93	0.00	3.12	3.22	3.19	0.73	0.67	1.37	1.92	0.63	0.80
peak17533	9.97	5.15	10.51	7.12	17.11	26.78	0.00	11.61	3.12	2.08	1.61	1.60	1.94	3.35	0.00	6.41	5.03	3.20
peak26117	0.00	6.44	0.00	2.37	3.11	5.74	1.11	28.05	4.16	5.20	0.00	6.38	1.57	2.23	4.10	1.92	0.00	0.00
peak2337	3.32	2.58	9.01	1.19	1.56	5.74	0.00	3.87	1.04	0.00	1.61	7.98	2.06	1.79	0.00	1.28	0.63	1.60
peak21676	3.32	15.46	4.50	3.56	3.11	3.83	0.00	3.87	2.08	2.08	3.22	0.00	1.33	4.13	2.73	1.28	0.63	0.00
peak22039	0.00	2.58	15.01	7.12	10.89	3.83	4.46	4.84	2.08	4.16	6.44	7.98	1.09	1.45	4.10	1.28	3.14	1.60
peak4371	6.65	6.44	9.01	4.15	6.22	7.65	4.46	23.21	5.19	0.00	1.61	3.19	2.78	2.12	0.00	0.00	0.63	2.40
peak4779	0.00	2.58	0.00	2.37	0.00	3.83	0.00	2.90	1.04	1.04	1.61	3.19	1.09	1.56	1.37	0.00	0.00	0.80
peak14270	2.22	3.87	3.00	0.00	0.00	0.00	1.11	0.00	1.04	0.00	0.00	0.00	0.48	0.33	0.00	1.28	0.63	0.80
peak22120	0.00	1.29	0.00	2.37	3.11	1.91	1.11	1.93	4.16	1.04	0.00	1.60	0.48	0.67	0.00	1.28	1.26	0.00
peak17243	1.11	11.60	0.00	3.56	0.00	7.65	1.11	10.64	1.04	10.39	3.22	15.96	0.85	3.46	1.37	0.00	0.00	4.00
peak21997	3.32	10.31	3.00	4.15	34.22	13.39	2.23	7.74	1.04	2.08	3.22	0.00	1.57	2.90	1.37	2.57	1.26	6.40
peak3334	2.22	0.00	3.00	0.59	0.00	0.00	6.69	1.93	1.04	1.04	0.00	3.19	2.06	1.45	1.37	1.92	1.26	0.00
peak10463	8.86	12.89	21.02	8.30	17.11	22.96	2.23	1.93	3.12	3.12	1.61	7.98	1.21	6.69	2.73	5.13	1.26	4.80
peak14451	2.22	2.58	7.51	1.78	3.11	3.83	2.23	4.84	1.04	3.12	1.61	0.00	1.09	2.23	5.47	0.64	3.77	5.60
peak20474	5.54	6.44	0.00	4.15	0.00	11.48	2.23	1.93	2.08	3.12	1.61	0.00	2.06	1.45	2.73	4.49	1.89	3.20
peak5385	2.22	14.17	30.02	16.61	3.11	5.74	1.11	14.51	2.08	6.24	4.83	7.98	4.11	8.48	5.47	17.96	3.77	6.40
peak10061	5.54	15.46	6.00	7.71	0.00	13.39	15.61	29.98	11.43	23.91	1.61	12.77	1.21	3.35	9.57	1.28	1.26	1.60
peak29618	5.54	5.15	6.00	2.37	0.00	1.91	0.00	1.93	2.08	3.12	0.00	3.19	1.57	1.67	0.00	1.28	1.26	2.40
peak24532	4.43	3.87	9.01	4.15	0.00	11.48	0.00	8.70	0.00	3.12	1.61	1.60	1.81	4.13	4.10	3.21	1.26	4.80
peak21003	5.54	2.58	4.50	1.19	4.67	3.83	0.00	0.00	3.12	3.12	0.00	3.19	1.33	2.45	1.37	0.64	1.89	0.00
peak15547	5.54	1.29	4.50	1.78	3.11	11.48	2.23	6.77	2.08	0.00	0.00	3.19	2.18	1.45	2.73	3.21	1.26	5.60
peak26179	3.32	6.44	7.51	2.37	4.67	13.39	0.00	3.87	3.12	2.08	3.22	1.60	2.54	1.34	2.73	0.00	0.63	0.80
peak23161	5.54	6.44	0.00	1.78	9.33	5.74	1.11	2.90	1.04	0.00	1.61	1.60	1.45	1.12	0.00	1.92	0.00	3.20
peak20146	8.86	10.31	3.00	2.97	4.67	5.74	2.23	9.67	1.04	3.12	4.83	3.19	2.30	57.23	1.37	32.06	0.63	0.00
peak18123	0.00	2.58	3.00	2.37	0.00	1.91	0.00	0.00	1.04	2.08	6.44	1.60	0.97	1.23	2.73	5.13	0.63	0.00
peak519	1.11	0.00	0.00	4.75	3.11	0.00	0.00	0.00	1.04	0.00	1.61	0.00	1.45	1.12	0.00	0.00	3.77	0.00
peak2486	3.32	7.73	1.50	2.37	3.11	1.91	5.57	9.67	1.04	9.35	0.00	3.19	1.81	4.57	0.00	8.34	1.89	6.40
peak501	5.54	24.48	10.51	2.97	21.78	24.87	6.69	34.82	5.19	2.08	6.44	1.60	2.18	6.02	0.00	3.85	2.51	16.00
peak2278	5.54	9.02	9.01	3.56	12.45	7.65	2.23	3.87	0.00	1.04	3.22	4.79	1.57	3.79	1.37	0.00	1.26	5.60
peak6262	4.43	10.31	0.00	1.78	7.78	5.74	3.34	7.74	5.19	3.12	1.61	6.38	1.09	1.67	4.10	1.92	5.66	1.60
peak22192	0.00	2.58	0.00	0.00	0.00	1.91	1.11	0.00	0.00	0.00	3.22	0.00	1.09	0.11	0.00	0.64	0.63	0.00
peak24266	12.19	20.62	3.00	17.20	28.00	45.92	15.61	155.72	13.51	113.30	6.44	25.54	1.94	6.58	1.37	4.49	5.66	6.40
peak21875	6.65	2.58	9.01	2.97	3.11	0.00	0.00	4.84	3.12	7.28	1.61	1.60	0.85	1.45	5.47	1.28	1.26	0.80
peak12679	3.32	2.58	6.00	2.97	4.67	7.65	3.34	0.00	0.00	2.08	0.00	1.60	1.45	1.45	0.00	1.28	1.26	3.20
peak22381	1.11	0.00	1.50	1.78	0.00	0.00	1.11	1.93	1.04	2.08	1.61	3.19	0.97	0.33	2.73	1.28	0.63	0.00
peak19638	3.32	11.60	4.50	6.53	0.00	1.91	5.57	3.87	1.04	0.00	1.61	0.00	1.21	4.02	0.00	1.92	0.63	1.60
peak8944	1.11	0.00	0.00	0.00	3.11	0.00	0.00	0.00	2.08	0.00	0.00	0.00	0.60	0.45	0.00	0.64	1.26	0.00
peak16142	13.29	16.75	6.00	5.93	23.34	36.35	4.46	26.11	3.12	5.20	8.05	1.60	2.66	4.80	0.00	3.85	0.63	11.20
peak26633	1.11	3.87	0.00	1.19	0.00	3.83	3.34	3.87	3.12	1.04	1.61	1.60	1.81	1.34	0.00	4.49	0.63	0.80
peak18968	6.65	18.04	13.51	6.53	20.22	9.57	0.00	10.64	4.16	4.16	1.61	3.19	0.73	2.12	0.00	2.57	2.51	1.60
peak12176	7.75	12.89	16.51	7.12	21.78	5.74	1.11	7.74	1.04	2.08	1.61	1.60	1.45	4.02	0.00	5.13	2.51	4.00
peak22512	3.32	0.00	1.50	1.19	4.67	3.83	1.11	4.84	1.04	3.12	1.61	0.00	0.60	2.34	4.10	1.92	5.03	3.20
peak29780	2.22	2.58	15.01	4.75	0.00	1.91	3.34	4.84	2.08	0.00	6.44	6.38	1.94	3.79	1.37	5.77	2.51	3.20
peak12831	1.11	5.15	1.50	4.15	3.11	9.57	2.23	3.87	1.04	2.08	3.22	3.19	1.21	2.57	2.73	3.21	1.26	6.40
peak12997	1.11	2.58	0.00	1.78	0.00	13.39	1.11	2.90	0.00	6.24	0.00	0.00	0.97	1.12	2.73	0.64	0.63	0.80
peak27485	7.75	21.90	30.02	7.71	17.11	44.00	1.11	11.61	1.04	11.43	3.22	6.38	1.94	9.04	0.00	5.13	2.51	6.40
peak2598	16.62	46.39	49.54	25.51	38.89	40.18	4.46	18.38	10.39	9.35	4.83	6.38	2.30	9.71	1.37	7.05	1.89	5.60
peak8625	1.11	3.87	4.50	2.37	3.11	11.48	2.23	2.90	3.12	4.16	1.61	1.60	0.12	0.45	0.00	0.00	1.26	4.80
peak25162	4.43	5.15	13.51	5.93	6.22	3.83	1.11	4.84	1.04	2.08	3.22	11.17	0.60	1.23	2.73	0.64	1.89	0.00
peak7226	6.65	19.33	22.52	12.46	21.78	19.13	0.00	18.38	3.12	6.24	0.00	12.77	0.97	8.03	2.73	9.62	1.89	3.20
peak2224	2.22	5.15	15.01	7.71	9.33	9.57	0.00	6.77	7.27	1.04	1.61	7.98	3.02	2.34	0.00	5.77	0.63	4.00
peak28618	2.22	3.87	46.53	26.69	0.00	5.74	0.00	9.67	4.16	3.12	3.22	3.19	0.36	3.12	0.00	3.85	1.89	5.60
peak128	2.22	3.87	1.50	1.19	14.00	0.00	0.00	0.97	2.08	0.00	1.61	1.60	0.60	0.78	2.73	0.00	2.51	0.80
peak10734	0.00	7.73	6.00	5.34	1.56	17.22	0.00	16.44	3.12	8.32	3.22	0.00	2.78	1.67	1.37	4.49	4.40	6.40
peak21306	1.11	2.58	4.50	2.37	0.00	5.74	0.00	3.87	0.00	3.12	0.00	0.00	1.94	1.45	0.00	0.00	2.51	0.80
peak298	3.32	5.15	9.01	4.15	1.56	7.65	3.34	5.80	2.08	3.12	6.44	1.60	0.48	2.01	2.73	1.92	0.63	8.00
peak2889	1.11	2.58	6.00	2.97	1.56	9.57	3.34	3.87	1.04	1.04	1.61	0.00	1.33	1.34	0.00	1.92	0.63	1.60
peak26264	2.22	0.00	1.50	2.37	0.00	0.00	2.23	0.97	1.04	1.04	0.00	1.60	1.21	1.00	0.00	0.00	0.63	5.60
peak8953	0.00	2.58	1.50	1.19	1.56	0.00	0.00	5.80	1.04	2.08	0.00	7.98	0.85	1.23	0.00	3.21	1.26	0.00
peak25695	5.54	12.89	19.51	4.75	34.22	34.44	4.46	10.64	1.04	3.12	1.61	4.79	0.36	6.81	4.10	5.77	3.77	2.40
peak19482	2.22	1.29	3.00	0.00	0.00	0.00	0.00	0.00	0.00	1.04	1.61	3.19	0.12	1.12	1.37	1.28	0.00	0.00
peak18955	2.22	2.58	4.50	4.15	0.00	9.57	0.00	0.97	2.08	3.12	0.00	0.00	2.06	1.79	4.10	0.64	1.26	1.60
peak30161	7.75	12.89	7.51	1.19	3.11	0.00	4.46	6.77	4.16	7.28	0.00	3.19	2.30	3.57	2.73	4.49	3.14	4.80
peak29798	8.86	10.31	4.50	1.19	1.56	0.00	0.00	4.84	2.08	1.04	1.61	1.60	0.97	0.78	1.37	1.92	0.63	3.20
peak16333	1.11	3.87	1.50	1.78	1.56	0.00	2.23	1.93	0.00	1.04	3.22	0.00	0.73	1.12	0.00	2.57	0.63	3.20
peak11203	1.11	0.00	4.50	5.34	0.00	0.00	1.11	1.93	0.00	1.04	3.22	4.79	1.33	3.12	0.00	1.28	0.00	0.80
peak30257	6.65	5.15	6.00	1.78	4.67	5.74	5.57	4.84	4.16	3.12	0.00	1.60	2.06	3.46	0.00	0.64	0.63	0.00
peak25534	6.65	5.15	4.50	2.97	3.11	7.65	1.11	10.64	2.08	8.32	1.61	4.79	1.81	7.48	2.73	7.05	0.63	2.40
peak3655	1.11	1.29	3.00	0.00	0.00	5.74	1.11	0.97	1.04	4.16	1.61	0.00	1.21	0.89	2.73	1.28	0.63	4.80
peak11595	3.32	3.87	1.50	2.37	0.00	9.57	4.46	10.64	4.16	18.71	0.00	9.58	0.85	3.24	1.37	2.57	0.00	4.00
peak9189	3.32	7.73	16.51	17.20	20.22	24.87	4.46	10.64	2.08	10.39	3.22	1.60	1.09	3.35	1.37	4.49	0.63	0.80
peak15743	0.00	3.87	3.00	2.37	0.00	7.65	1.11	8.70	2.08	4.16	3.22	3.19	1.45	2.57	2.73	0.64	1.89	4.00
peak29674	3.32	1.29	0.00	1.19	3.11	3.83	1.11	0.97	0.00	0.00	0.00	3.19	0.60	1.67	0.00	0.00	1.26	0.00
peak16644	0.00	1.29	0.00	1.19	0.00	0.00	1.11	2.90	1.04	3.12	0.00	0.00	0.48	0.56	2.73	0.00	3.14	0.80
peak24262	12.19	7.73	10.51	8.30	14.00	22.96	2.23	12.57	3.12	5.20	3.22	1.60	1.33	3.90	2.73	4.49	1.26	8.80
peak5099	8.86	6.44	6.00	1.19	1.56	9.57	0.00	9.67	3.12	6.24	4.83	3.19	2.06	2.34	1.37	3.85	2.51	5.60
peak29050	0.00	0.00	4.50	2.37	0.00	0.00	5.57	0.00	2.08	1.04	1.61	7.98	0.24	1.79	4.10	1.92	2.51	2.40
peak17395	3.32	5.15	3.00	4.75	6.22	5.74	3.34	0.00	2.08	2.08	3.22	0.00	3.02	3.24	1.37	6.41	3.77	4.80
peak21048	6.65	2.58	0.00	4.75	9.33	21.05	1.11	5.80	1.04	2.08	3.22	3.19	0.97	1.00	0.00	0.64	1.89	0.00
peak12544	13.29	15.46	4.50	1.78	10.89	3.83	3.34	6.77	2.08	9.35	0.00	4.79	2.54	3.01	6.84	3.21	4.40	3.20
peak29150	3.32	5.15	0.00	0.00	0.00	7.65	1.11	5.80	5.19	0.00	1.61	6.38	1.09	2.45	2.73	2.57	0.00	0.80
peak13227	4.43	82.47	4.50	5.93	15.56	9.57	1.11	53.20	2.08	4.16	3.22	6.38	1.21	82.23	1.37	39.12	0.63	12.00
peak3282	5.54	1.29	1.50	4.15	1.56	3.83	2.23	1.93	5.19	1.04	3.22	3.19	1.69	3.01	2.73	5.13	1.89	5.60
peak19938	3.32	36.08	3.00	14.24	4.67	22.96	1.11	150.88	2.08	17.67	3.22	25.54	1.21	7.92	4.10	5.77	3.77	17.60
peak28747	1.11	2.58	4.50	2.37	0.00	0.00	0.00	0.97	0.00	3.12	3.22	3.19	1.69	3.46	2.73	5.77	0.63	0.80
peak28118	2.22	6.44	0.00	1.19	0.00	0.00	0.00	0.97	0.00	6.24	0.00	1.60	0.85	1.00	1.37	0.00	1.26	1.60
peak23834	1.11	0.00	0.00	0.00	0.00	0.00	0.00	0.97	1.04	1.04	0.00	0.00	1.81	0.78	0.00	0.00	0.00	0.00
peak23426	0.00	0.00	4.50	2.37	1.56	0.00	1.11	0.97	0.00	0.00	0.00	1.60	0.00	1.56	0.00	0.64	1.89	0.00
peak25159	3.32	30.92	67.55	23.13	20.22	24.87	8.92	19.34	4.16	6.24	4.83	23.94	3.02	6.58	2.73	5.13	4.40	3.20
peak23585	11.08	16.75	52.54	21.95	46.67	13.39	1.11	12.57	1.04	6.24	4.83	4.79	2.30	3.35	1.37	0.64	1.26	4.00
peak17826	3.32	12.89	7.51	3.56	1.56	3.83	4.46	14.51	6.23	6.24	3.22	7.98	2.66	7.48	0.00	1.92	2.51	8.80
peak28906	7.75	15.46	13.51	2.37	3.11	36.35	2.23	7.74	0.00	3.12	3.22	9.58	1.94	2.34	2.73	4.49	2.51	4.00
peak16298	1.11	3.87	9.01	1.19	7.78	1.91	0.00	6.77	16.62	14.55	4.83	4.79	0.73	1.67	1.37	3.85	1.26	4.00
peak26391	1.11	3.87	4.50	5.34	0.00	3.83	3.34	9.67	1.04	2.08	0.00	1.60	2.18	1.56	0.00	3.21	1.26	4.80
peak22205	7.75	11.60	46.53	13.64	52.89	78.44	2.23	17.41	8.31	12.47	3.22	11.17	0.73	4.02	2.73	2.57	3.14	6.40
peak405	4.43	10.31	4.50	6.53	4.67	17.22	1.11	25.15	7.27	9.35	1.61	6.38	1.81	18.74	1.37	5.13	1.26	2.40
peak20293	1.11	1.29	3.00	0.59	0.00	11.48	0.00	8.70	1.04	8.32	0.00	6.38	0.85	0.78	0.00	2.57	2.51	5.60
peak21639	1.11	5.15	4.50	4.15	0.00	3.83	0.00	2.90	4.16	1.04	0.00	4.79	2.66	4.02	4.10	7.70	3.14	8.80
