PeakID	Irf1_0	Irf1_120	Irf4_0	Irf4_120	Junb_0	Junb_120	Rela_0	Rela_120	Relb_0	Relb_120	Rel_0	Rel_120	Stat1_0	Stat1_120	Stat2_0	Stat2_120	Stat3_0	Stat3_120
peak21039	3.32	2.58	4.50	1.78	1.56	5.74	0.00	2.90	1.04	3.12	1.61	1.60	0.97	1.90	0.00	0.64	4.40	4.80
peak7815	18.83	20.62	31.52	11.27	42.00	59.31	13.38	47.39	9.35	35.34	11.27	12.77	1.94	5.58	12.31	4.49	5.66	7.20
peak29367	0.00	1.29	0.00	0.00	0.00	0.00	0.00	0.97	0.00	0.00	1.61	0.00	0.36	0.22	0.00	3.85	0.00	0.00
peak4260	2.22	2.58	0.00	0.59	0.00	11.48	1.11	0.97	1.04	4.16	0.00	3.19	1.09	1.12	0.00	1.28	1.89	0.00
peak10393	2.22	11.60	12.01	9.49	6.22	13.39	0.00	2.90	0.00	2.08	0.00	3.19	0.97	0.89	0.00	1.92	1.26	0.00
peak20878	6.65	10.31	19.51	11.86	10.89	5.74	3.34	24.18	2.08	4.16	3.22	7.98	1.33	4.57	2.73	1.92	3.14	6.40
peak19190	16.62	48.96	75.05	39.15	21.78	57.40	79.14	241.80	10.39	18.71	4.83	36.71	2.30	10.15	8.20	8.98	3.77	17.60
peak16465	5.54	14.17	15.01	2.97	17.11	24.87	8.92	17.41	4.16	10.39	8.05	3.19	3.02	4.02	0.00	1.92	1.26	8.00
peak5530	5.54	5.15	1.50	0.59	9.33	1.91	1.11	0.97	1.04	0.00	0.00	0.00	2.18	0.89	1.37	0.64	2.51	4.80
peak6143	4.43	6.44	4.50	5.93	3.11	5.74	0.00	7.74	1.04	4.16	4.83	3.19	1.21	4.13	0.00	3.85	0.00	0.00
peak8405	3.32	7.73	12.01	6.53	4.67	3.83	2.23	3.87	5.19	1.04	3.22	4.79	0.48	3.57	1.37	0.64	1.89	4.00
peak8992	9.97	9.02	52.54	10.08	46.67	26.78	1.11	7.74	2.08	5.20	1.61	4.79	1.45	1.12	1.37	1.28	5.03	8.80
peak12994	4.43	6.44	10.51	4.15	17.11	26.78	10.03	27.08	6.23	10.39	3.22	22.34	1.57	2.45	1.37	0.64	1.26	1.60
peak8282	6.65	7.73	12.01	7.71	21.78	19.13	2.23	21.28	5.19	10.39	1.61	9.58	1.45	3.24	10.94	2.57	1.26	5.60
peak16115	9.97	15.46	15.01	5.93	6.22	11.48	0.00	0.97	1.04	2.08	3.22	4.79	1.94	2.90	2.73	0.64	5.03	2.40
peak4724	1.11	3.87	0.00	1.78	3.11	0.00	0.00	4.84	1.04	0.00	0.00	3.19	2.30	1.23	2.73	3.21	3.14	0.80
peak29057	9.97	20.62	54.04	30.85	23.34	32.52	3.34	45.46	0.00	4.16	0.00	4.79	3.15	4.46	0.00	8.34	5.03	0.80
peak2137	16.62	10.31	13.51	4.75	56.00	26.78	4.46	11.61	6.23	6.24	8.05	9.58	2.42	5.58	1.37	7.70	5.03	4.00
peak3808	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.97	0.00	3.12	4.83	0.00	0.73	0.45	0.00	0.00	0.00	0.00
peak23757	1.11	1.29	0.00	0.00	0.00	0.00	0.00	0.97	1.04	0.00	1.61	0.00	0.73	1.12	2.73	0.00	1.26	0.00
peak19595	2.22	0.00	3.00	2.97	0.00	0.00	2.23	2.90	0.00	0.00	3.22	3.19	0.85	2.90	0.00	7.05	1.26	1.60
peak11067	2.22	1.29	3.00	3.56	0.00	1.91	0.00	0.97	1.04	0.00	0.00	0.00	1.81	2.90	0.00	1.28	0.00	0.00
peak19553	5.54	3.87	0.00	0.00	0.00	9.57	3.34	2.90	1.04	2.08	0.00	0.00	0.60	1.67	1.37	1.92	1.26	2.40
peak26991	0.00	0.00	0.00	0.59	0.00	0.00	0.00	1.93	1.04	0.00	1.61	0.00	0.73	0.45	0.00	0.00	1.26	0.00
peak25789	0.00	2.58	0.00	2.37	0.00	0.00	0.00	0.00	2.08	0.00	3.22	0.00	2.06	1.56	0.00	1.28	0.00	2.40
peak6973	3.32	5.15	6.00	4.15	1.56	3.83	4.46	3.87	0.00	5.20	0.00	4.79	1.81	3.46	0.00	2.57	2.51	3.20
peak22540	6.65	7.73	42.03	8.90	4.67	7.65	0.00	2.90	2.08	1.04	1.61	9.58	2.66	3.12	4.10	6.41	3.77	7.20
peak2524	11.08	16.75	12.01	3.56	7.78	22.96	0.00	22.25	7.27	8.32	1.61	4.79	2.90	5.47	5.47	7.05	0.63	8.80
peak1452	6.65	21.90	36.03	21.35	15.56	42.09	4.46	27.08	3.12	11.43	3.22	6.38	0.73	5.36	8.20	1.92	1.26	5.60
peak485	3.32	1.29	0.00	3.56	0.00	0.00	1.11	0.00	1.04	2.08	1.61	1.60	0.36	1.00	0.00	0.00	0.63	0.00
peak27342	6.65	1.29	6.00	1.19	6.22	1.91	1.11	4.84	3.12	2.08	3.22	6.38	3.15	4.24	1.37	3.21	0.00	3.20
peak4577	0.00	6.44	0.00	2.37	0.00	3.83	0.00	0.00	1.04	5.20	3.22	0.00	0.97	0.56	0.00	0.64	0.63	0.80
peak24324	15.51	14.17	7.51	6.53	15.56	15.31	5.57	12.57	5.19	2.08	6.44	3.19	2.42	5.47	1.37	2.57	3.77	5.60
peak9798	3.32	11.60	4.50	5.93	9.33	7.65	3.34	4.84	2.08	2.08	0.00	6.38	0.85	2.45	2.73	5.13	1.89	4.00
peak22973	11.08	11.60	4.50	2.37	6.22	7.65	1.11	21.28	2.08	5.20	1.61	6.38	1.94	11.60	1.37	5.13	2.51	2.40
peak8623	1.11	0.00	3.00	0.59	3.11	3.83	0.00	0.00	1.04	0.00	3.22	1.60	0.85	1.34	1.37	1.92	1.89	4.00
peak8529	1.11	2.58	0.00	0.00	0.00	0.00	1.11	0.97	1.04	1.04	0.00	0.00	0.97	1.00	4.10	1.28	1.26	0.00
peak1988	1.11	1.29	13.51	3.56	4.67	3.83	3.34	0.97	2.08	0.00	1.61	0.00	0.73	1.00	5.47	3.21	0.00	1.60
peak11583	3.32	3.87	30.02	10.68	12.45	9.57	2.23	7.74	4.16	2.08	1.61	1.60	1.57	2.01	0.00	2.57	0.00	1.60
peak29830	2.22	9.02	19.51	4.15	3.11	9.57	4.46	6.77	3.12	2.08	0.00	4.79	2.18	3.01	0.00	0.00	0.63	0.80
peak30054	0.00	1.29	7.51	5.34	10.89	0.00	0.00	9.67	0.00	8.32	1.61	1.60	0.85	1.34	0.00	3.21	1.89	0.00
peak22912	6.65	14.17	19.51	4.15	17.11	36.35	5.57	7.74	3.12	7.28	3.22	3.19	2.18	3.24	4.10	1.92	3.77	4.00
peak22440	4.43	12.89	16.51	5.93	20.22	42.09	1.11	9.67	1.04	4.16	6.44	3.19	1.33	3.68	0.00	5.13	1.26	3.20
peak23568	1.11	1.29	3.00	1.78	0.00	0.00	0.00	2.90	2.08	1.04	3.22	3.19	1.09	1.79	0.00	1.28	2.51	0.80
peak6261	8.86	14.17	13.51	11.86	40.45	28.70	8.92	11.61	5.19	2.08	1.61	4.79	1.45	2.79	1.37	2.57	0.00	4.00
peak23983	0.00	1.29	3.00	1.19	3.11	3.83	3.34	0.97	2.08	1.04	0.00	1.60	0.85	0.45	1.37	0.00	3.77	0.00
peak9356	0.00	5.15	4.50	1.78	7.78	5.74	1.11	3.87	3.12	3.12	0.00	3.19	0.60	2.79	4.10	0.00	1.89	1.60
peak12944	0.00	1.29	1.50	1.19	0.00	3.83	4.46	6.77	0.00	1.04	0.00	4.79	0.73	2.45	0.00	0.00	0.00	0.80
peak13903	8.86	28.35	9.01	2.37	9.33	7.65	6.69	11.61	1.04	9.35	1.61	1.60	0.60	4.91	1.37	1.28	1.89	5.60
peak26517	9.97	10.31	12.01	8.30	15.56	5.74	2.23	7.74	7.27	8.32	3.22	1.60	1.81	4.57	9.57	1.28	3.14	1.60
peak18368	24.37	41.23	16.51	8.90	9.33	21.05	11.15	32.88	2.08	4.16	6.44	17.56	1.33	4.35	4.10	2.57	2.51	5.60
peak3711	1.11	5.15	16.51	3.56	3.11	1.91	0.00	1.93	3.12	6.24	1.61	3.19	1.09	1.90	1.37	2.57	0.63	0.00
peak14829	44.31	99.22	10.51	9.49	9.33	17.22	0.00	3.87	2.08	2.08	1.61	3.19	2.18	5.02	0.00	10.90	1.26	1.60
peak18759	0.00	0.00	1.50	0.00	1.56	1.91	4.46	0.00	1.04	0.00	0.00	3.19	1.09	1.34	0.00	0.64	1.26	0.00
peak27531	5.54	19.33	43.53	8.30	9.33	17.22	0.00	7.74	5.19	3.12	3.22	6.38	2.66	4.13	2.73	11.54	2.51	2.40
peak24541	2.22	2.58	0.00	0.00	1.56	0.00	2.23	1.93	1.04	0.00	1.61	1.60	1.69	1.79	0.00	0.64	2.51	4.00
peak17957	2.22	5.15	4.50	4.15	7.78	9.57	1.11	5.80	1.04	13.51	3.22	3.19	0.60	2.90	1.37	3.21	1.26	4.00
peak1770	2.22	7.73	1.50	2.97	14.00	7.65	3.34	6.77	6.23	2.08	4.83	3.19	1.94	4.02	2.73	1.92	3.14	0.80
peak27833	0.00	0.00	0.00	1.19	1.56	0.00	1.11	2.90	0.00	0.00	1.61	0.00	0.24	0.67	0.00	0.00	0.63	0.00
peak9180	3.32	3.87	4.50	2.37	0.00	1.91	1.11	2.90	0.00	0.00	1.61	0.00	0.85	3.24	2.73	7.70	0.00	1.60
peak21041	2.22	9.02	1.50	1.19	6.22	3.83	6.69	9.67	2.08	13.51	0.00	3.19	2.06	2.34	1.37	0.64	1.26	4.80
peak20453	2.22	2.58	1.50	1.19	1.56	0.00	1.11	0.97	1.04	0.00	0.00	1.60	0.24	2.23	0.00	0.64	0.63	0.00
peak11860	0.00	6.44	0.00	0.59	1.56	3.83	1.11	0.00	0.00	0.00	0.00	0.00	0.97	1.79	2.73	1.28	0.63	0.00
peak29839	1.11	2.58	0.00	0.00	0.00	5.74	0.00	0.97	6.23	5.20	3.22	12.77	1.21	0.56	1.37	1.28	0.63	2.40
peak22342	0.00	0.00	0.00	0.00	0.00	3.83	0.00	0.97	2.08	1.04	0.00	1.60	0.73	0.45	0.00	0.64	1.26	0.00
peak17995	1.11	2.58	0.00	3.56	3.11	11.48	4.46	5.80	0.00	1.04	1.61	0.00	1.69	2.12	0.00	1.92	1.89	2.40
peak10791	5.54	10.31	16.51	3.56	3.11	5.74	2.23	10.64	1.04	2.08	3.22	1.60	1.81	5.24	4.10	3.21	1.89	3.20
peak10878	15.51	56.69	78.06	27.29	0.00	7.65	6.69	17.41	3.12	5.20	3.22	7.98	8.47	74.19	1.37	50.02	3.14	0.80
peak13370	1.11	2.58	1.50	1.19	4.67	1.91	0.00	0.00	1.04	4.16	0.00	0.00	0.85	0.22	0.00	3.21	2.51	1.60
peak22659	219.34	328.57	4.50	4.15	12.45	13.39	5.57	19.34	5.19	4.16	6.44	1.60	3.63	8.03	0.00	4.49	11.95	31.99
peak13068	2.22	2.58	7.51	4.75	6.22	11.48	1.11	5.80	0.00	6.24	1.61	1.60	1.45	2.12	1.37	2.57	1.26	1.60
peak2378	1.11	3.87	7.51	2.37	9.33	3.83	0.00	2.90	5.19	0.00	3.22	1.60	1.81	1.12	1.37	0.64	3.14	1.60
peak21575	0.00	16.75	0.00	0.59	3.11	5.74	1.11	10.64	1.04	6.24	0.00	4.79	1.81	2.01	1.37	8.98	1.26	12.00
peak1787	1.11	1.29	1.50	0.00	0.00	0.00	2.23	0.00	0.00	6.24	3.22	0.00	1.21	0.33	0.00	3.21	0.63	0.80
peak20823	1.11	0.00	0.00	1.19	0.00	0.00	1.11	0.00	0.00	1.04	0.00	1.60	0.60	0.56	0.00	1.28	0.00	0.80
peak74	2.22	1.29	0.00	1.19	0.00	0.00	0.00	1.93	1.04	0.00	0.00	0.00	0.12	0.33	0.00	3.85	0.63	0.00
peak21164	11.08	24.48	0.00	7.12	14.00	36.35	2.23	27.08	4.16	13.51	9.66	6.38	0.85	5.91	2.73	7.05	1.89	8.00
peak18010	2.22	1.29	19.51	14.83	3.11	7.65	2.23	1.93	0.00	0.00	0.00	0.00	0.85	1.90	1.37	3.21	2.51	1.60
peak17146	4.43	3.87	3.00	0.00	3.11	3.83	1.11	0.97	5.19	2.08	6.44	4.79	1.69	3.24	1.37	2.57	3.14	1.60
peak23281	6.65	12.89	10.51	6.53	7.78	15.31	6.69	30.95	7.27	3.12	3.22	9.58	2.54	4.13	2.73	2.57	2.51	8.80
peak9523	15.51	10.31	22.52	7.71	7.78	11.48	2.23	11.61	2.08	4.16	0.00	4.79	1.81	2.79	0.00	4.49	0.63	3.20
peak12912	0.00	0.00	0.00	0.59	0.00	0.00	0.00	1.93	1.04	3.12	0.00	0.00	1.45	1.12	1.37	1.92	0.00	2.40
peak25797	1.11	0.00	0.00	0.00	0.00	0.00	3.34	0.00	0.00	1.04	0.00	0.00	0.24	0.33	0.00	0.64	0.00	0.80
peak302	7.75	6.44	25.52	8.90	26.45	9.57	7.80	7.74	3.12	2.08	0.00	3.19	1.09	2.12	0.00	1.92	1.89	4.80
peak2748	2.22	3.87	0.00	1.19	10.89	1.91	2.23	4.84	1.04	6.24	0.00	3.19	0.60	2.01	1.37	3.21	1.89	0.00
peak4058	3.32	2.58	6.00	0.59	0.00	0.00	1.11	3.87	4.16	6.24	0.00	0.00	0.60	3.01	0.00	1.92	0.63	4.00
peak26931	0.00	6.44	0.00	0.00	7.78	5.74	2.23	3.87	0.00	3.12	0.00	0.00	0.36	0.56	0.00	0.00	2.51	0.00
peak18590	5.54	3.87	3.00	2.97	0.00	0.00	0.00	1.93	0.00	2.08	1.61	1.60	1.57	2.34	2.73	2.57	0.63	1.60
peak10212	2.22	2.58	9.01	2.37	0.00	0.00	3.34	1.93	5.19	1.04	4.83	0.00	1.09	1.23	2.73	3.21	2.51	3.20
peak21107	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.61	3.19	0.00	0.67	2.73	0.00	0.00	0.00
peak27796	1.11	3.87	0.00	0.00	0.00	0.00	1.11	0.00	1.04	1.04	3.22	0.00	1.21	0.78	0.00	0.00	0.63	0.00
peak27132	6.65	6.44	1.50	0.59	3.11	7.65	2.23	2.90	3.12	0.00	0.00	1.60	1.81	1.90	0.00	0.64	0.00	2.40
peak25158	0.00	1.29	0.00	2.97	3.11	0.00	0.00	2.90	0.00	3.12	1.61	0.00	1.45	1.23	0.00	1.92	3.77	0.80
peak22526	0.00	0.00	0.00	2.37	0.00	1.91	0.00	0.97	1.04	1.04	1.61	0.00	0.73	1.12	0.00	1.28	0.00	0.00
peak10628	7.75	2.58	15.01	8.30	3.11	9.57	3.34	8.70	1.04	2.08	3.22	7.98	2.42	1.90	5.47	1.92	1.89	3.20
peak11893	2.22	6.44	4.50	1.78	3.11	5.74	0.00	8.70	0.00	6.24	8.05	6.38	1.94	2.23	2.73	1.92	0.00	1.60
peak12031	6.65	6.44	10.51	4.75	14.00	22.96	3.34	10.64	3.12	4.16	0.00	7.98	2.42	3.35	0.00	2.57	1.89	0.80
peak26836	0.00	0.00	1.50	3.56	3.11	3.83	1.11	5.80	0.00	1.04	1.61	1.60	1.45	2.45	1.37	0.00	1.26	5.60
peak21229	6.65	6.44	3.00	2.97	3.11	5.74	5.57	8.70	5.19	2.08	4.83	1.60	1.57	1.45	0.00	1.92	2.51	4.00
peak30009	21.05	37.37	10.51	4.75	23.34	9.57	1.11	11.61	3.12	8.32	1.61	1.60	2.66	3.79	6.84	1.28	5.03	6.40
peak4969	0.00	0.00	0.00	1.19	0.00	0.00	0.00	2.90	0.00	0.00	0.00	0.00	0.85	0.11	0.00	0.64	0.63	0.00
peak19730	2.22	6.44	3.00	2.37	18.67	3.83	3.34	4.84	2.08	4.16	6.44	6.38	1.33	2.23	2.73	2.57	1.26	1.60
peak5452	8.86	19.33	16.51	8.30	6.22	7.65	0.00	10.64	8.31	3.12	3.22	4.79	3.27	7.81	4.10	16.03	3.77	5.60
peak29726	2.22	7.73	1.50	1.19	6.22	5.74	0.00	14.51	0.00	6.24	1.61	6.38	1.09	3.90	1.37	5.77	0.00	10.40
peak25823	1.11	0.00	0.00	0.00	3.11	0.00	0.00	0.00	0.00	0.00	1.61	0.00	1.57	0.33	0.00	1.92	0.00	1.60
peak13467	4.43	9.02	24.02	5.34	1.56	5.74	0.00	4.84	1.04	6.24	1.61	3.19	2.18	2.34	1.37	0.64	3.14	2.40
peak27416	3.32	15.46	10.51	5.34	4.67	0.00	0.00	7.74	5.19	3.12	1.61	1.60	0.97	3.01	0.00	4.49	4.40	2.40
peak520	1.11	1.29	1.50	2.97	0.00	0.00	2.23	0.00	2.08	1.04	4.83	1.60	1.57	0.45	0.00	1.28	0.63	0.00
peak16081	1.11	1.29	21.02	6.53	10.89	15.31	1.11	5.80	4.16	2.08	0.00	4.79	0.97	9.82	0.00	3.85	1.26	1.60
peak23638	12.19	14.17	13.51	4.15	1.56	36.35	7.80	16.44	2.08	5.20	1.61	4.79	3.99	4.69	1.37	3.85	7.54	7.20
peak21356	11.08	15.46	10.51	1.78	46.67	53.57	7.80	31.92	7.27	13.51	4.83	7.98	1.94	3.35	0.00	3.21	2.51	5.60
peak13265	0.00	1.29	0.00	1.19	0.00	0.00	2.23	1.93	1.04	2.08	1.61	1.60	1.57	0.56	0.00	0.00	0.00	0.00
peak5326	6.65	5.15	12.01	8.30	7.78	9.57	2.23	8.70	1.04	1.04	0.00	3.19	0.97	1.90	5.47	0.00	0.00	1.60
peak15168	11.08	7.73	6.00	5.34	6.22	21.05	1.11	11.61	6.23	5.20	1.61	3.19	0.97	3.12	0.00	4.49	0.00	4.00
peak1258	13.29	15.46	6.00	5.34	23.34	22.96	8.92	31.92	5.19	13.51	3.22	9.58	4.11	4.24	2.73	1.28	2.51	1.60
peak23001	18.83	12.89	10.51	8.30	20.22	22.96	3.34	12.57	8.31	4.16	0.00	3.19	3.15	19.52	8.20	7.70	4.40	8.80
peak21992	2.22	11.60	0.00	3.56	0.00	15.31	8.92	22.25	2.08	6.24	0.00	15.96	2.30	5.02	0.00	5.13	3.14	0.80
peak23936	7.75	19.33	54.04	21.35	37.34	24.87	4.46	32.88	24.94	17.67	3.22	11.17	1.09	6.02	1.37	7.05	1.26	4.80
peak18182	1.11	3.87	3.00	2.37	0.00	5.74	2.23	0.97	2.08	4.16	1.61	0.00	1.81	1.12	0.00	1.92	1.26	2.40
peak15818	3.32	0.00	4.50	0.00	1.56	5.74	0.00	1.93	1.04	4.16	0.00	0.00	1.21	1.56	4.10	0.64	0.63	2.40
peak5790	2.22	1.29	0.00	5.34	0.00	7.65	2.23	7.74	0.00	2.08	1.61	3.19	0.97	6.47	1.37	5.13	2.51	2.40
peak15448	11.08	6.44	7.51	8.30	4.67	1.91	1.11	7.74	0.00	1.04	1.61	0.00	2.18	2.68	2.73	1.28	0.63	2.40
peak29305	2.22	3.87	0.00	3.56	0.00	5.74	1.11	2.90	2.08	0.00	1.61	0.00	1.94	1.79	4.10	2.57	1.26	3.20
peak8033	6.65	6.44	10.51	3.56	6.22	17.22	1.11	7.74	0.00	2.08	4.83	6.38	1.45	4.69	1.37	2.57	4.40	0.00
peak24374	2.22	2.58	0.00	0.59	3.11	0.00	0.00	2.90	1.04	0.00	0.00	3.19	0.48	1.23	2.73	0.64	0.00	0.00
peak3499	2.22	6.44	3.00	4.75	3.11	3.83	2.23	12.57	4.16	0.00	0.00	0.00	4.84	84.79	5.47	41.68	2.51	2.40
peak15695	2.22	2.58	1.50	0.00	3.11	0.00	1.11	0.97	1.04	0.00	0.00	1.60	1.09	1.12	5.47	1.92	0.00	0.00
peak20595	1.11	1.29	3.00	0.59	0.00	0.00	1.11	0.97	1.04	5.20	1.61	1.60	0.12	1.56	0.00	3.85	1.89	0.00
peak8004	3.32	6.44	7.51	5.34	29.56	15.31	4.46	15.47	5.19	2.08	3.22	11.17	1.33	3.12	1.37	2.57	1.89	0.80
peak13815	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.60	1.09	0.56	0.00	1.28	0.63	0.00
peak15203	1.11	11.60	1.50	4.15	0.00	3.83	5.57	5.80	2.08	10.39	0.00	0.00	0.73	4.35	0.00	3.21	4.40	8.80
peak26927	0.00	2.58	12.01	0.00	1.56	0.00	7.80	0.97	2.08	1.04	3.22	1.60	3.27	0.89	1.37	6.41	2.51	1.60
peak24882	2.22	6.44	3.00	0.00	0.00	1.91	1.11	0.00	2.08	1.04	1.61	0.00	1.81	2.01	0.00	0.00	2.51	1.60
peak27105	1.11	3.87	0.00	0.00	12.45	3.83	0.00	2.90	1.04	0.00	1.61	1.60	2.06	0.67	4.10	0.00	2.51	1.60
peak24215	1.11	0.00	0.00	3.56	4.67	0.00	1.11	2.90	2.08	1.04	0.00	0.00	0.85	0.33	0.00	0.00	0.63	0.80
peak5459	4.43	5.15	4.50	2.97	6.22	7.65	0.00	1.93	0.00	2.08	3.22	6.38	1.94	1.67	0.00	1.92	0.63	2.40
peak13053	6.65	1.29	28.52	7.12	0.00	0.00	1.11	1.93	1.04	0.00	6.44	1.60	1.33	1.67	27.35	2.57	1.89	0.80
peak28785	0.00	1.29	9.01	0.00	3.11	5.74	1.11	1.93	2.08	2.08	1.61	0.00	0.60	2.57	0.00	0.64	1.26	1.60
peak26638	0.00	0.00	1.50	0.59	0.00	0.00	0.00	0.00	0.00	0.00	4.83	1.60	0.48	0.11	0.00	0.00	0.00	0.00
peak10494	2.22	3.87	7.51	2.37	10.89	15.31	4.46	2.90	0.00	5.20	1.61	4.79	0.73	2.68	2.73	0.00	1.26	4.00
peak20798	3.32	3.87	12.01	10.68	0.00	7.65	4.46	15.47	2.08	5.20	0.00	6.38	1.45	1.34	1.37	3.21	1.26	4.80
peak4561	1.11	0.00	4.50	0.00	0.00	0.00	0.00	0.00	1.04	0.00	0.00	1.60	1.33	0.45	5.47	1.28	0.00	0.00
peak4039	3.32	12.89	3.00	3.56	4.67	3.83	2.23	19.34	3.12	14.55	1.61	11.17	0.73	3.68	0.00	0.64	4.40	3.20
peak4852	2.22	5.15	6.00	2.37	0.00	0.00	0.00	1.93	3.12	3.12	0.00	1.60	2.30	3.68	6.84	6.41	0.00	1.60
peak19401	2.22	1.29	0.00	1.19	0.00	13.39	0.00	0.00	1.04	3.12	0.00	1.60	0.24	0.56	2.73	1.92	1.89	2.40
peak14983	12.19	7.73	13.51	4.15	29.56	34.44	4.46	24.18	2.08	10.39	3.22	12.77	0.97	6.81	5.47	0.64	1.89	4.80
peak794	1.11	1.29	0.00	0.59	3.11	3.83	1.11	0.00	0.00	2.08	0.00	0.00	0.36	0.89	0.00	3.21	0.63	0.80
peak29259	0.00	6.44	0.00	0.00	0.00	0.00	0.00	1.93	0.00	0.00	1.61	1.60	0.36	1.45	0.00	0.00	0.63	0.80
peak6769	1.11	2.58	1.50	1.19	4.67	1.91	0.00	2.90	3.12	1.04	1.61	0.00	1.45	0.56	2.73	0.00	0.00	2.40
peak22309	5.54	2.58	1.50	2.97	7.78	11.48	3.34	4.84	2.08	17.67	0.00	4.79	2.18	2.01	5.47	2.57	4.40	7.20
peak22685	25.48	11.60	33.02	16.61	26.45	40.18	4.46	15.47	3.12	6.24	8.05	4.79	2.78	6.36	6.84	3.21	6.92	12.00
peak29692	13.29	10.31	19.51	11.27	18.67	26.78	4.46	10.64	2.08	5.20	1.61	6.38	0.73	4.35	2.73	0.00	1.89	6.40
peak24340	17.72	20.62	13.51	11.27	17.11	15.31	2.23	5.80	1.04	6.24	8.05	3.19	3.02	4.80	1.37	0.00	1.89	4.00
peak273	6.65	19.33	18.01	19.58	1.56	26.78	16.72	36.75	4.16	4.16	0.00	7.98	1.94	6.14	2.73	4.49	1.89	7.20
peak5999	3.32	0.00	1.50	4.15	0.00	9.57	2.23	2.90	1.04	2.08	0.00	1.60	0.12	1.34	0.00	1.92	1.89	1.60
peak12647	0.00	6.44	0.00	3.56	0.00	17.22	2.23	27.08	6.23	7.28	1.61	3.19	1.09	3.90	2.73	3.21	0.63	2.40
peak27379	83.08	188.12	9.01	3.56	0.00	1.91	13.38	6.77	3.12	5.20	1.61	3.19	1.33	4.02	0.00	1.28	2.51	7.20
peak20998	17.72	9.02	7.51	4.15	21.78	17.22	4.46	2.90	7.27	7.28	4.83	6.38	2.18	3.01	1.37	2.57	4.40	0.00
peak4736	1.11	1.29	4.50	2.37	0.00	0.00	1.11	4.84	1.04	0.00	4.83	0.00	1.21	0.78	0.00	1.92	1.89	0.80
peak27843	2.22	11.60	1.50	0.59	3.11	5.74	3.34	9.67	1.04	1.04	1.61	6.38	0.48	2.57	2.73	1.92	2.51	6.40
peak6870	2.22	10.31	3.00	1.78	38.89	30.61	1.11	27.08	5.19	6.24	0.00	3.19	1.09	4.24	0.00	2.57	1.89	4.00
peak6377	9.97	9.02	22.52	18.39	1.56	11.48	3.34	24.18	3.12	5.20	4.83	4.79	0.97	8.03	2.73	5.77	2.51	10.40
peak30138	5.54	6.44	6.00	7.71	6.22	0.00	3.34	0.97	1.04	4.16	1.61	1.60	1.21	1.56	2.73	2.57	3.14	4.80
peak27590	4.43	1.29	0.00	2.97	3.11	0.00	4.46	0.97	2.08	6.24	1.61	4.79	2.42	2.23	1.37	0.64	3.77	0.80
peak30371	0.00	2.58	1.50	0.59	3.11	3.83	3.34	6.77	3.12	2.08	1.61	4.79	0.97	0.56	1.37	0.64	0.63	2.40
peak25202	5.54	5.15	3.00	1.78	1.56	3.83	0.00	0.97	1.04	0.00	1.61	1.60	0.97	1.00	4.10	1.28	1.26	2.40
peak17031	0.00	1.29	0.00	0.59	0.00	1.91	0.00	0.97	0.00	0.00	0.00	0.00	0.48	0.11	0.00	0.00	0.00	0.80
peak15404	4.43	38.66	63.05	29.07	14.00	13.39	1.11	7.74	6.23	3.12	3.22	6.38	3.51	5.80	2.73	2.57	1.26	3.20
peak7238	6.65	6.44	12.01	6.53	9.33	11.48	7.80	24.18	6.23	8.32	4.83	4.79	1.57	6.69	0.00	7.70	0.63	3.20
peak11400	13.29	15.46	15.01	4.75	10.89	11.48	4.46	14.51	1.04	0.00	1.61	3.19	2.06	10.71	1.37	14.11	8.80	16.00
peak12801	1.11	0.00	0.00	1.78	0.00	0.00	1.11	0.97	1.04	0.00	0.00	1.60	0.85	0.22	0.00	0.64	0.00	0.00
peak210	0.00	6.44	0.00	0.00	6.22	1.91	2.23	0.97	3.12	2.08	1.61	1.60	2.42	1.12	0.00	1.92	1.26	1.60
peak2100	3.32	0.00	1.50	0.00	3.11	0.00	1.11	0.00	0.00	2.08	4.83	1.60	0.97	1.56	0.00	0.64	1.26	1.60
peak15099	5.54	10.31	7.51	3.56	14.00	15.31	3.34	8.70	3.12	2.08	3.22	4.79	1.94	8.03	2.73	5.77	0.63	3.20
peak16682	2.22	5.15	0.00	1.78	9.33	0.00	0.00	6.77	2.08	4.16	1.61	6.38	0.85	1.56	0.00	1.28	0.00	0.00
peak4739	1.11	5.15	4.50	1.19	0.00	0.00	0.00	5.80	2.08	3.12	0.00	4.79	0.85	3.35	1.37	4.49	0.63	3.20
peak7329	2.22	10.31	3.00	2.37	7.78	11.48	1.11	9.67	0.00	1.04	1.61	1.60	1.09	2.45	1.37	3.21	2.51	0.00
peak24231	2.22	3.87	9.01	0.59	6.22	0.00	5.57	0.97	0.00	2.08	8.05	7.98	0.60	1.79	1.37	1.92	3.77	1.60
peak13666	1.11	2.58	3.00	2.97	0.00	1.91	0.00	0.00	2.08	1.04	1.61	0.00	0.97	1.45	0.00	2.57	3.77	0.00
peak3134	2.22	1.29	0.00	0.59	0.00	1.91	0.00	0.97	1.04	2.08	0.00	3.19	0.97	1.12	0.00	2.57	0.63	0.80
