PeakID	Uns	CpG	pIC	all3	PU.1_0hr	PU.1_CpG	PU.1_pIC	Rela_0hr	Rela_CpG	RelB_CpG	p300_0hr	p300_CpG	p300_pIC	cREL_0hr	cREL_CpG	cREL_pIC	IRF3_0hr	IRF3_CpG	IRF3_pIC	IRF5_0hr	IRF5_CpG	IRF5_pIC
peak9302	7.79	5.47	8.20	5.98	16.44	15.02	21.39	1.38	9.23	6.22	1.29	4.93	3.95	0.58	9.69	11.20	9.76	10.60	13.61	4.52	8.50	7.70
peak12678	4.04	2.02	1.70	1.71	3.13	2.75	2.12	0.00	1.54	2.42	1.80	1.97	1.48	3.45	0.51	1.18	0.00	0.76	0.00	2.67	3.09	4.56
peak22478	2.02	4.90	5.09	8.25	1.04	2.00	1.88	2.31	2.05	0.69	0.77	0.99	1.48	1.15	2.04	1.77	5.32	5.30	6.80	0.82	1.39	1.28
peak19350	1.15	1.73	1.13	6.83	0.78	1.00	1.88	1.84	1.03	2.07	0.52	0.99	0.99	1.73	0.51	0.59	0.89	4.54	0.00	1.44	1.86	1.57
peak8265	1.15	4.32	9.34	2.28	2.09	6.76	4.47	0.00	1.03	1.38	1.29	2.96	1.97	4.03	3.57	2.36	2.66	2.27	1.70	1.03	2.63	2.99
peak22360	4.04	10.95	9.05	18.78	8.61	10.77	8.93	3.69	12.30	11.75	1.80	7.40	4.44	1.15	7.14	4.13	5.32	23.47	25.52	3.29	48.85	22.23
peak30057	6.35	2.59	7.64	4.27	1.04	2.25	0.94	0.00	1.03	3.11	0.52	0.49	0.49	0.00	0.51	1.77	0.00	0.00	0.85	2.67	0.77	1.43
peak1846	35.51	34.28	36.78	51.22	58.20	61.85	57.35	0.92	5.64	10.37	5.41	11.84	7.40	1.15	18.87	7.07	59.46	88.60	103.77	4.93	36.95	27.51
peak2551	54.56	7.20	23.20	11.10	14.88	19.78	15.28	0.92	11.28	10.72	11.34	14.80	8.39	2.30	17.34	17.09	31.95	21.20	128.44	3.70	42.98	36.20
peak29511	19.34	8.64	9.05	8.25	31.58	25.04	30.32	2.31	5.13	4.15	4.38	3.45	3.45	1.15	2.55	1.18	18.64	12.87	11.06	1.44	9.12	7.84
peak26869	20.79	18.44	13.01	18.21	39.41	30.55	25.85	3.23	6.15	2.07	6.70	8.88	7.89	4.60	10.71	10.61	68.34	84.81	89.31	11.71	46.84	30.50
peak2267	44.46	10.08	8.20	5.41	43.59	31.30	35.96	0.92	0.00	3.46	9.02	9.37	6.41	2.30	6.63	4.13	29.29	31.80	46.78	7.39	25.97	19.52
peak23745	16.74	4.03	12.73	9.67	59.77	45.57	36.67	0.92	3.59	4.49	8.25	9.37	4.93	0.58	9.18	1.77	21.30	24.99	28.07	7.81	13.14	8.98
peak20804	9.24	2.88	1.70	4.84	19.84	12.77	21.62	0.00	3.08	0.69	0.52	1.48	0.99	0.58	2.04	0.59	5.32	3.03	5.10	2.67	1.86	3.42
peak17630	6.35	4.90	13.01	5.12	12.01	13.52	13.16	0.92	4.10	10.37	4.12	3.45	2.96	2.30	8.67	4.71	7.10	3.79	10.21	4.72	14.22	12.26
peak4941	5.49	1.15	2.26	1.42	1.04	0.50	0.71	0.92	1.03	0.00	1.29	1.48	1.48	1.73	1.02	0.00	0.00	0.76	0.00	0.21	0.77	0.57
peak11397	2.31	1.73	1.70	4.55	0.00	1.25	0.94	0.00	0.00	2.77	0.77	1.48	1.97	1.15	2.04	8.25	15.09	12.12	22.97	2.05	4.64	5.42
peak26075	4.62	2.02	2.83	2.85	0.78	2.00	0.24	0.00	1.03	2.07	1.55	1.48	0.99	1.15	0.51	2.36	0.00	0.00	0.00	1.64	0.46	1.57
peak15730	6.06	3.46	1.98	5.41	19.05	15.27	10.58	0.92	3.08	0.69	2.83	0.99	1.48	0.58	2.55	2.95	1.77	0.76	3.40	2.67	4.64	3.85
peak8543	0.87	4.03	7.36	2.85	0.78	1.75	2.12	0.92	0.00	1.04	1.55	2.47	1.48	0.00	0.51	2.36	0.89	2.27	2.55	1.23	1.08	0.71
peak29724	4.33	8.64	3.96	9.11	1.30	1.75	2.35	0.92	1.03	4.15	1.03	0.49	1.48	0.00	0.00	0.00	0.89	0.76	1.70	2.05	1.08	1.28
peak19355	3.18	3.46	12.73	6.26	3.91	8.01	8.23	0.00	2.05	2.07	1.55	5.43	0.99	1.73	1.53	4.13	0.00	0.00	0.00	0.62	1.24	2.28
peak22852	4.62	2.88	6.22	6.26	7.83	4.26	8.23	1.84	1.03	0.69	1.55	1.97	1.48	0.00	2.04	2.95	4.44	0.76	5.95	2.88	3.09	4.56
peak9548	14.72	12.39	11.88	17.64	22.97	22.29	19.98	1.84	8.20	50.12	2.83	2.96	1.97	1.73	19.38	13.56	23.07	27.26	66.35	9.24	17.78	28.36
peak2773	44.17	107.73	68.47	110.68	79.08	77.37	78.27	3.69	134.28	118.21	15.46	54.26	34.03	6.33	177.01	113.16	39.94	11.36	220.30	10.06	120.27	101.33
peak8717	30.60	17.57	22.07	19.92	42.28	31.55	36.20	0.00	1.03	8.30	7.73	12.33	13.32	1.73	7.14	8.84	21.30	17.42	45.93	7.60	20.41	24.51
peak2810	21.94	6.91	9.62	8.82	18.79	19.03	17.39	2.77	6.66	8.64	4.90	5.43	5.43	1.15	3.57	2.95	31.06	28.77	66.35	3.49	16.54	13.54
peak7176	18.77	44.94	28.29	50.36	47.76	34.30	36.90	4.61	36.90	16.59	4.64	6.41	7.40	4.60	21.43	10.61	47.92	58.31	55.29	13.35	22.73	19.95
peak21506	16.74	6.05	7.64	4.27	16.18	15.77	17.39	0.00	4.10	23.85	3.35	3.45	4.93	2.30	10.20	5.30	55.02	23.47	35.72	4.31	11.59	7.70
peak29924	18.77	9.22	8.77	4.55	5.74	6.26	4.70	0.92	2.56	2.77	1.29	0.99	0.49	1.15	1.02	0.59	7.10	5.30	8.51	1.23	1.08	1.85
peak12583	12.41	5.47	3.96	4.55	15.92	12.27	10.11	4.15	2.56	4.49	2.58	1.97	1.48	0.00	2.04	2.95	1.77	0.00	5.10	1.44	1.39	1.57
peak1083	5.77	2.59	9.90	2.28	14.35	16.28	13.63	3.23	3.08	0.69	3.35	4.44	1.97	2.88	13.26	4.13	7.99	15.14	10.21	2.46	9.58	9.12
peak6878	15.59	24.20	19.24	15.93	3.39	3.00	4.00	0.46	2.56	1.38	1.80	1.97	1.48	0.58	1.02	3.54	0.89	0.00	3.40	9.86	6.18	5.84
peak17215	3.18	6.63	5.38	5.12	3.65	4.26	7.29	0.46	1.03	0.69	0.77	2.47	2.47	1.15	1.02	2.36	0.00	0.76	4.25	3.70	4.95	4.70
peak26531	58.60	79.21	69.60	92.19	29.75	36.06	43.72	3.69	65.09	92.63	17.01	34.53	40.45	0.58	27.55	11.20	52.36	18.93	102.92	7.60	75.75	53.44
peak4634	4.62	9.51	7.92	8.25	5.48	4.26	7.05	0.00	3.08	0.00	1.03	2.47	1.97	1.15	3.57	8.84	0.00	3.79	4.25	1.44	5.57	4.56
peak26843	32.91	18.44	14.99	18.49	72.03	63.10	56.41	5.07	12.81	9.68	8.50	13.32	5.92	4.60	15.30	8.25	31.95	14.39	34.87	11.30	25.51	23.94
peak24504	1.73	3.17	1.41	5.12	0.00	2.00	0.47	0.46	2.05	0.00	1.29	0.00	1.48	0.58	0.51	0.00	2.66	0.00	0.85	0.82	0.46	0.29
peak27180	5.77	4.03	19.80	9.67	13.57	12.27	9.64	1.84	0.00	6.22	3.35	3.95	3.45	3.45	0.51	1.18	1.77	1.51	1.70	4.31	4.48	5.27
peak23091	7.51	4.32	5.09	7.11	17.75	18.53	17.16	0.92	1.54	1.04	2.06	3.45	1.97	3.45	0.00	3.54	1.77	1.51	5.95	2.26	6.34	3.71
peak24007	5.49	7.78	38.48	15.36	4.70	9.01	11.99	4.15	25.63	41.48	1.29	3.95	11.84	2.88	26.53	27.11	4.44	6.06	57.84	4.11	10.98	24.66
peak20629	9.53	4.32	8.20	6.54	16.70	9.77	7.52	0.00	0.00	4.15	1.80	1.48	2.96	2.30	2.04	1.77	4.44	6.82	5.10	0.62	2.16	3.14
peak22920	8.08	1.73	3.40	1.42	3.91	4.26	4.47	0.92	1.03	3.11	2.06	1.97	0.49	1.15	2.55	1.77	2.66	0.00	7.66	2.05	1.39	3.56
peak21410	4.91	1.15	1.70	1.42	1.30	0.75	1.18	0.00	0.00	0.69	0.26	0.00	0.99	1.15	2.55	1.18	0.00	0.00	1.70	5.55	1.86	1.14
peak18497	1.73	3.46	0.28	5.41	0.78	0.75	0.47	0.92	0.00	0.00	0.52	0.00	0.49	0.00	0.51	1.18	0.89	1.51	3.40	0.82	1.39	1.00
peak19464	28.58	12.10	16.69	11.38	57.42	48.08	49.12	0.92	6.66	0.35	6.18	10.85	5.92	0.58	5.10	3.54	12.42	27.26	26.37	7.39	18.86	13.25
peak7870	0.58	2.88	0.57	6.54	2.61	3.26	3.76	0.92	1.03	0.00	1.29	1.48	0.99	1.15	2.55	4.71	1.77	0.00	1.70	1.64	3.09	1.43
peak29243	4.04	1.73	9.90	4.27	3.65	4.01	8.70	1.84	0.51	4.15	0.52	2.96	1.48	0.58	5.10	6.48	2.66	1.51	4.25	1.64	2.32	1.57
peak7793	19.92	14.69	16.41	17.93	23.49	34.55	33.38	3.23	28.70	14.86	12.63	50.81	26.14	6.33	49.48	27.11	12.42	9.09	102.92	15.20	195.56	166.18
peak21350	4.91	5.18	5.38	7.11	3.91	8.26	6.35	1.84	0.51	1.73	1.55	3.95	2.96	1.15	13.26	4.71	9.76	18.17	21.26	3.29	8.04	9.69
peak29394	12.41	6.05	13.58	5.98	7.83	7.76	5.88	1.84	5.64	2.77	2.06	1.48	0.99	0.00	1.53	1.77	2.66	10.60	11.91	1.85	5.57	5.84
peak4679	40.42	30.25	52.62	35.00	1.30	1.75	3.76	0.92	1.54	0.69	0.77	1.97	0.99	0.58	0.00	2.36	0.00	0.76	0.85	4.72	2.16	2.57
peak4876	4.04	2.30	5.38	1.42	1.04	0.50	2.12	0.00	0.00	0.69	1.55	0.49	1.97	0.00	0.51	0.00	0.00	0.00	0.00	1.44	0.00	0.86
peak7676	5.77	2.59	6.22	3.70	14.62	15.77	23.27	0.00	1.03	2.07	2.06	4.93	2.47	0.58	4.08	4.71	6.21	6.06	2.55	1.64	4.17	2.42
peak14737	0.87	9.51	1.13	11.95	0.78	0.25	1.88	0.92	3.08	0.00	0.52	0.00	0.00	1.73	1.53	1.18	0.89	0.76	2.55	0.41	0.77	0.86
peak1742	0.29	6.05	16.13	9.39	1.04	2.25	4.00	2.31	3.08	6.91	1.03	2.96	1.48	1.15	4.08	4.13	0.89	5.30	7.66	2.05	6.34	4.85
peak21486	25.40	14.11	16.69	13.09	28.19	26.29	24.21	2.31	7.18	5.53	7.99	9.37	4.93	0.00	7.14	5.30	23.07	25.75	54.44	6.37	24.43	29.64
peak17709	25.98	18.72	33.38	40.12	53.50	55.84	67.93	5.53	35.36	14.52	7.47	16.77	16.77	5.75	70.91	81.92	41.71	75.72	109.72	4.72	54.88	47.17
peak1281	7.51	7.78	6.51	7.68	10.70	6.01	6.35	0.92	0.00	0.69	2.58	1.97	1.48	0.58	1.53	1.77	10.65	7.57	4.25	2.46	6.49	6.27
peak23349	20.79	14.69	34.80	14.80	43.85	37.81	39.25	0.92	6.66	21.43	7.99	17.76	10.85	3.45	26.53	30.06	3.55	12.87	33.17	7.60	25.35	27.65
peak1915	35.22	34.57	35.08	28.45	23.23	20.53	15.75	0.00	5.13	11.06	4.64	2.47	5.43	2.30	9.69	5.30	39.05	32.56	66.35	3.49	15.30	16.10
peak25544	2.31	2.88	1.41	7.40	4.18	5.76	3.53	1.84	5.13	2.07	0.77	2.47	3.45	0.00	5.10	4.13	6.21	3.03	12.76	0.62	9.28	4.28
peak26415	3.18	1.73	6.22	2.28	9.66	7.26	5.64	2.77	2.56	0.00	2.58	1.97	3.95	2.30	1.53	2.95	1.77	6.82	4.25	1.03	2.63	2.28
peak17635	9.24	12.96	22.63	16.79	15.66	17.03	23.74	2.31	8.71	16.59	3.09	3.95	16.28	1.15	22.45	34.77	6.21	5.30	31.47	4.52	11.59	17.39
peak10386	4.04	8.07	7.07	2.85	0.26	1.00	0.47	1.84	3.08	2.07	1.55	1.48	0.99	1.73	1.53	2.36	2.66	0.76	0.00	2.05	2.78	3.14
peak15963	15.30	10.37	19.24	5.69	14.35	11.52	7.52	0.92	4.61	4.49	3.35	3.95	2.47	1.15	2.55	1.18	4.44	17.42	8.51	0.41	2.63	2.00
peak1440	25.12	17.86	24.61	23.33	3.65	1.25	2.59	3.69	7.18	2.07	1.80	1.48	0.49	0.58	1.02	0.59	5.32	3.03	3.40	10.06	3.86	5.42
peak2750	2.31	8.64	2.55	7.11	3.13	5.51	4.94	0.00	3.08	2.77	1.29	3.95	0.49	0.00	3.06	7.66	4.44	2.27	8.51	1.03	6.34	2.71
peak3568	4.62	3.74	5.38	13.09	2.87	3.26	4.00	1.84	5.64	1.38	1.03	2.96	1.97	0.58	1.53	1.18	0.89	1.51	2.55	5.55	6.80	7.98
peak4083	10.39	11.23	20.65	15.65	6.26	6.26	9.64	2.31	6.15	2.07	1.55	3.45	2.47	0.00	2.04	2.95	4.44	8.33	23.82	6.78	6.49	8.55
peak17016	4.62	2.88	3.68	5.69	7.31	8.01	6.82	0.92	1.54	2.77	1.29	1.48	1.48	0.58	5.10	2.95	18.64	16.66	17.01	1.64	8.97	5.42
peak9925	0.58	3.74	0.57	10.81	1.57	2.50	2.12	0.00	1.03	2.07	0.00	0.00	0.49	0.58	0.00	0.00	0.89	3.03	0.00	0.82	1.08	1.28
peak1400	1.44	4.90	2.83	18.49	0.78	1.00	0.94	1.84	1.03	3.46	2.06	1.48	1.48	2.88	2.04	1.18	2.66	3.03	1.70	0.41	2.16	2.14
peak25354	29.74	16.42	25.75	15.65	81.43	75.37	57.35	1.84	12.30	8.30	9.02	22.20	2.47	4.03	13.26	9.43	46.15	53.76	57.84	9.04	32.77	21.09
peak20640	14.72	61.64	60.55	91.05	18.79	24.79	23.03	3.69	13.33	41.13	3.09	7.40	13.32	4.60	45.40	30.06	15.09	21.96	35.72	3.70	25.97	27.51
peak12152	4.62	3.46	2.26	6.83	0.52	0.50	0.00	0.00	0.00	0.00	0.52	0.00	0.49	0.00	0.00	0.00	0.89	0.00	0.00	1.03	0.31	0.43
peak11976	10.39	3.46	3.68	5.12	17.49	11.77	9.64	0.00	2.05	2.42	4.90	1.48	0.49	0.00	1.02	4.13	3.55	6.06	3.40	2.26	1.70	2.71
peak2721	1.15	4.90	4.24	7.68	0.78	1.00	1.65	0.00	1.54	0.69	1.03	2.47	1.97	0.58	4.08	2.36	0.89	0.76	4.25	0.41	1.55	1.85
peak28243	26.27	12.96	28.58	11.10	54.55	44.57	38.55	0.00	6.66	6.57	11.85	12.83	8.88	1.73	11.22	8.25	54.14	62.09	82.51	8.01	24.43	20.67
peak6152	6.64	3.46	5.09	1.42	2.35	2.00	2.59	0.00	0.51	0.00	0.52	0.00	2.47	0.00	0.51	1.77	0.89	0.00	1.70	3.08	2.63	1.71
peak19766	15.30	15.27	12.73	13.37	13.05	9.77	13.87	4.15	2.56	8.64	2.06	2.47	2.96	1.73	5.10	10.02	5.32	9.84	11.06	10.68	8.66	11.83
peak25055	5.77	10.37	14.71	17.07	3.39	2.50	7.52	1.84	3.08	6.91	1.03	3.45	7.89	1.15	12.24	19.45	2.66	5.30	34.87	1.44	7.58	8.84
peak12838	18.48	13.54	22.07	10.81	14.62	12.77	8.93	1.84	9.23	11.06	4.90	7.40	5.43	1.73	9.69	8.84	9.76	11.36	22.12	6.37	18.71	24.09
peak19643	3.46	7.78	7.92	6.26	1.57	1.25	2.35	0.00	0.00	3.11	0.77	1.48	0.99	0.58	0.51	0.00	2.66	0.00	0.85	5.75	3.56	3.71
peak11102	1.15	2.88	6.22	1.99	0.78	0.50	0.24	1.38	0.00	0.69	1.03	0.49	1.48	0.00	1.02	0.59	1.77	0.00	0.00	1.03	0.15	0.29
peak22621	15.59	28.23	33.10	34.71	17.75	17.28	34.32	1.84	6.15	38.02	3.35	6.41	8.88	1.73	18.36	24.16	10.65	21.20	33.17	2.88	25.66	18.38
peak20917	6.64	12.10	4.81	8.82	2.09	1.25	3.29	1.38	3.59	1.73	0.77	0.99	2.47	1.15	0.00	1.77	0.00	0.00	4.25	4.52	3.71	4.70
peak10042	0.00	4.61	1.13	1.99	0.52	0.25	1.18	0.92	2.05	0.00	1.03	0.00	0.49	0.58	1.53	0.00	1.77	0.76	0.00	1.85	0.77	1.00
peak6610	3.75	6.63	2.83	12.23	1.04	1.50	0.47	3.23	5.13	2.77	1.55	0.49	3.45	0.00	7.14	1.77	2.66	9.09	4.25	1.03	6.34	4.70
peak21507	102.20	45.22	63.37	70.28	39.15	32.05	44.42	6.46	31.78	48.74	12.11	13.81	11.84	6.90	49.99	47.15	270.69	162.81	305.36	20.13	56.89	50.31
peak2265	5.20	1.15	1.98	1.14	1.57	0.75	0.47	2.77	0.00	1.73	1.29	0.00	0.99	0.58	1.02	0.59	0.00	0.76	0.00	0.62	1.39	1.43
peak5728	3.75	24.20	35.37	29.59	6.79	25.04	16.69	1.84	34.34	45.28	1.29	16.77	5.43	1.73	32.65	14.73	0.89	7.57	54.44	2.46	54.26	44.04
peak24127	2.89	1.73	2.26	5.98	2.87	1.75	2.12	0.92	1.03	0.69	1.55	0.49	2.47	0.00	0.00	0.59	0.89	0.00	0.85	0.21	1.08	0.71
peak16100	4.33	1.44	1.70	2.85	3.13	1.25	2.12	0.92	0.51	3.46	1.80	2.96	0.99	0.58	8.67	5.89	3.55	2.27	12.76	1.23	5.57	4.85
peak5568	8.66	5.18	11.32	7.40	7.57	5.26	1.65	0.46	1.03	2.07	1.29	0.00	0.99	0.00	2.04	1.18	11.54	12.12	5.95	1.64	3.86	3.85
peak18400	6.06	5.47	9.34	9.11	11.74	13.02	15.04	2.77	4.10	4.49	1.03	3.45	4.93	1.73	26.53	9.43	1.77	5.30	28.92	25.06	55.34	61.28
peak11642	14.43	14.11	11.32	23.33	1.30	2.00	1.65	0.00	2.56	4.84	1.03	3.95	2.96	0.58	0.51	2.36	3.55	1.51	0.00	1.64	2.47	6.41
peak97	2.02	3.46	3.40	9.39	1.30	1.25	1.88	0.92	0.51	0.69	1.29	1.48	0.99	0.58	2.04	0.59	0.00	0.76	1.70	1.23	2.63	2.57
peak27844	1.44	2.88	9.34	5.69	1.30	2.25	2.12	0.46	2.56	8.30	0.52	2.96	1.48	0.58	9.18	8.25	0.89	5.30	22.97	1.44	10.51	10.26
peak26744	9.53	1.44	1.70	2.28	9.92	7.76	7.29	0.92	8.20	6.57	5.67	3.95	4.44	1.15	9.69	2.95	34.61	40.89	50.18	4.72	5.72	4.70
peak19895	11.26	19.01	7.36	20.49	3.65	3.76	3.53	3.69	12.30	1.38	1.55	1.97	2.47	0.00	3.06	1.18	2.66	4.54	11.06	2.46	5.57	3.99
peak9640	17.90	40.04	23.77	64.87	49.07	47.83	47.71	2.77	11.28	15.21	6.70	11.84	10.36	2.30	12.75	8.25	4.44	28.02	70.60	6.57	31.54	26.22
peak9109	34.35	14.98	16.98	6.26	35.76	31.05	35.73	1.38	9.23	9.68	7.47	9.87	3.45	0.58	9.18	8.84	35.50	43.92	32.32	9.65	15.92	17.53
peak20105	0.58	2.88	6.79	10.81	2.09	3.26	3.06	1.84	5.13	1.38	1.29	0.00	1.48	0.00	0.00	0.59	0.00	1.51	1.70	2.88	2.01	2.14
peak28607	2.02	8.64	1.41	10.24	3.65	2.75	1.18	0.92	4.10	0.69	1.55	0.00	1.97	0.58	2.55	1.18	1.77	0.76	0.00	0.82	0.46	0.86
peak11797	3.75	7.49	10.19	4.84	7.83	8.51	7.29	1.84	3.08	3.46	4.12	7.40	2.47	0.00	2.04	0.00	6.21	15.14	3.40	2.88	4.02	2.71
peak10610	1.44	2.88	8.77	3.13	2.35	3.00	2.82	0.92	0.51	2.07	0.77	0.99	2.47	2.30	2.55	2.95	1.77	1.51	1.70	1.23	3.40	2.85
peak27523	16.17	21.60	29.71	35.28	26.62	34.55	41.60	0.92	3.08	8.30	4.90	9.37	13.81	6.33	28.57	30.65	6.21	28.77	43.38	11.30	28.14	30.50
peak26594	15.01	8.07	12.45	5.69	2.09	6.26	2.82	0.00	2.05	3.46	0.77	2.96	0.99	0.00	0.51	0.00	0.00	3.03	1.70	5.55	4.64	3.85
peak19497	5.20	10.95	4.24	18.78	5.48	5.26	3.76	1.84	5.64	0.69	2.06	1.97	0.99	1.15	2.04	0.00	3.55	0.76	3.40	1.64	10.05	6.98
peak5940	9.82	18.44	7.92	17.93	5.48	5.26	4.70	0.00	3.59	3.11	0.77	3.45	1.97	0.00	4.59	1.77	2.66	4.54	16.16	6.37	7.42	7.84
peak26005	6.64	6.34	6.22	8.25	0.78	1.50	0.94	1.38	2.05	0.69	0.26	0.99	0.00	0.00	2.55	0.59	0.00	0.00	2.55	0.41	0.15	1.00
peak17672	5.49	2.30	1.13	1.42	5.48	1.00	2.35	2.77	3.08	2.77	1.55	0.00	0.99	1.73	1.53	3.54	6.21	1.51	1.70	0.82	2.78	1.71
peak25687	0.87	0.00	6.79	1.42	0.78	0.00	0.00	1.38	0.00	1.04	0.26	0.49	0.49	1.15	0.00	0.59	0.00	1.51	0.00	0.62	0.31	1.00
peak21576	0.87	4.32	1.13	1.99	3.13	2.00	3.06	0.00	3.08	6.22	0.77	1.97	2.47	1.15	0.51	3.54	0.00	2.27	0.85	1.03	2.01	3.85
peak19138	38.97	59.34	49.23	81.66	19.05	19.53	21.15	9.22	21.53	14.17	9.28	9.37	7.40	1.73	6.63	5.30	39.94	72.69	68.90	10.68	31.38	24.51
peak17679	63.22	84.40	66.49	100.44	53.50	45.82	42.78	3.23	8.20	8.30	13.40	12.83	13.81	1.73	14.79	14.73	171.29	219.60	210.94	8.42	26.74	24.94
peak8788	9.82	22.47	37.06	29.31	4.18	13.52	13.40	2.77	7.18	17.63	1.80	9.37	7.40	2.30	8.16	16.50	6.21	3.79	9.36	2.05	6.96	10.69
peak28517	4.62	24.20	11.88	13.37	3.91	4.26	3.29	2.77	2.56	9.33	0.52	1.97	1.97	0.00	0.00	1.77	2.66	1.51	2.55	0.21	1.39	2.00
peak16733	37.53	17.28	18.67	15.08	25.32	15.52	18.80	4.61	6.66	2.42	7.73	5.92	2.47	2.88	8.16	5.30	83.42	61.34	85.91	13.35	22.57	27.65
peak11837	34.64	21.32	28.58	36.70	7.05	8.01	6.58	2.31	2.05	6.91	3.35	5.92	3.95	0.58	4.59	7.66	27.51	31.80	40.83	1.03	9.12	8.12
peak9658	1.44	0.86	5.66	4.55	4.44	4.26	4.47	2.31	1.54	10.02	0.52	0.49	1.48	1.15	2.55	2.95	6.21	9.84	0.85	1.44	2.78	1.85
peak21265	55.72	53.58	48.95	69.43	24.01	30.05	23.74	4.61	10.76	7.60	8.76	14.80	10.85	3.45	11.22	2.95	36.39	43.16	69.75	5.96	20.87	20.38
peak6540	3.75	5.47	8.20	11.95	2.61	1.50	3.06	5.53	11.28	12.10	1.03	2.96	2.47	0.58	9.69	2.95	0.89	0.76	2.55	0.62	4.64	2.99
peak11064	1.15	4.03	4.81	5.69	4.18	2.25	3.53	0.92	2.05	2.07	1.80	2.96	2.96	0.00	6.12	1.77	3.55	9.09	8.51	1.44	3.40	5.27
peak4479	6.93	2.30	4.24	2.56	6.26	6.26	4.47	0.46	1.54	0.00	2.06	4.44	4.93	0.58	1.53	3.54	3.55	0.76	1.70	2.46	6.18	4.56
peak24334	1.15	2.30	1.41	5.98	0.78	1.25	1.18	0.00	0.00	0.00	1.55	0.49	0.99	0.58	0.51	2.95	2.66	1.51	2.55	1.03	0.93	1.14
peak8125	15.30	13.83	6.51	9.96	23.75	17.03	15.98	0.92	5.13	3.11	8.50	5.92	5.92	1.73	7.65	3.54	15.97	14.39	22.97	1.64	16.85	15.39
peak20571	2.31	2.02	5.66	1.71	0.78	3.51	2.59	0.92	6.66	1.04	0.77	1.48	0.99	0.58	3.06	4.13	0.00	3.03	4.25	0.62	4.95	3.71
peak6255	0.58	3.17	5.66	1.42	0.26	0.50	0.94	1.38	2.56	2.42	0.00	0.49	0.99	1.15	0.51	0.59	0.00	0.76	1.70	0.41	0.46	0.14
peak14306	18.77	1.73	3.96	0.00	13.31	5.26	11.75	0.46	2.56	2.07	3.09	3.45	2.96	2.88	12.24	11.20	16.86	8.33	38.28	1.44	7.11	6.27
peak14125	32.91	39.46	45.27	33.86	14.88	8.26	9.64	3.69	10.25	8.99	4.12	0.99	3.95	5.75	19.89	15.32	71.00	66.64	103.77	4.31	24.27	20.95
peak410	1.73	2.30	7.36	4.84	0.78	0.75	0.24	0.00	0.00	1.38	0.77	0.99	1.48	1.15	0.00	1.77	1.77	2.27	0.85	0.41	0.46	0.86
peak16128	4.04	4.90	5.66	4.55	4.44	6.01	5.17	0.92	14.86	3.80	1.29	1.48	2.96	0.00	4.59	3.54	11.54	17.42	28.92	4.72	11.13	7.98
peak5694	14.43	7.20	22.35	17.64	37.58	28.04	28.21	2.77	4.10	0.69	2.06	2.96	4.93	1.73	2.04	5.89	1.77	0.00	7.66	12.53	8.35	10.83
peak9649	1.15	2.30	4.53	10.24	0.78	0.50	1.18	0.00	0.51	3.80	1.03	0.49	1.48	0.58	4.08	4.71	0.00	1.51	5.10	0.82	4.17	3.99
peak22150	0.58	4.03	7.64	10.81	1.30	2.75	4.70	0.00	3.08	2.77	0.77	2.96	6.41	0.58	5.10	7.07	0.89	3.03	7.66	2.88	2.01	2.85
peak15376	7.79	2.59	1.13	2.28	7.05	5.76	6.35	0.00	2.56	1.38	2.06	2.96	3.45	2.30	7.65	3.54	1.77	0.76	5.95	1.44	4.64	2.85
peak27179	4.33	7.78	7.07	11.95	8.61	11.77	18.10	0.00	2.05	9.33	2.06	7.89	5.43	2.30	10.20	8.84	5.32	13.63	28.92	6.37	11.13	18.24
peak10356	11.84	20.16	27.16	25.32	21.92	26.54	27.74	4.15	15.38	21.43	4.12	9.37	5.92	1.73	55.09	60.70	35.50	37.86	56.99	10.27	27.83	40.05
peak2708	68.42	44.36	74.97	50.36	49.33	43.57	41.13	0.92	9.23	24.89	14.43	28.12	18.74	2.88	22.96	23.57	45.26	53.76	87.61	1.85	16.39	9.41
peak25996	0.29	0.58	5.38	1.42	1.83	1.25	1.65	0.46	0.00	0.00	1.03	2.47	0.49	0.58	0.00	1.18	0.89	3.79	1.70	1.03	1.24	2.57
peak6669	29.16	70.29	31.69	76.25	2.35	1.25	3.29	4.61	9.23	35.95	1.29	5.43	5.43	0.00	9.18	10.61	4.44	7.57	11.06	3.49	10.05	6.41
peak28744	34.93	41.48	34.23	67.15	28.45	24.79	16.69	2.31	5.13	27.65	7.47	9.37	5.43	2.30	8.16	5.30	10.65	18.93	25.52	5.34	22.88	11.26
peak1501	23.10	8.07	10.19	7.97	28.19	17.03	19.51	0.92	0.51	3.46	4.64	2.47	2.47	0.58	1.53	1.18	33.72	46.19	40.83	2.05	7.27	6.27
peak1036	2.89	2.30	9.05	3.41	1.57	2.25	2.59	1.84	4.10	1.38	1.80	0.99	1.48	0.00	4.08	0.59	7.99	0.76	10.21	1.03	4.79	7.70
peak10551	45.90	27.08	27.16	41.26	32.89	36.81	35.73	1.38	4.10	14.52	6.44	13.81	14.30	6.90	19.38	14.73	26.62	30.29	78.25	7.81	40.35	38.91
peak9537	2.89	7.49	2.83	5.69	0.00	0.25	0.94	0.00	0.00	0.35	0.26	0.49	0.49	0.00	1.53	0.59	0.00	0.00	0.85	1.85	1.08	0.71
